,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
106,=105,Purdue University West LafayetteUnited States,61.5,56.7,65.2,59.6,68.9,70.9
107,=108,University of FreiburgGermany,61.4,47.1,51.8,82.2,97.2,61.4
108,=108,RWTH Aachen UniversityGermany,61.4,55.3,61.6,64.1,98.7,62.0
109,110,University of SheffieldUnited Kingdom,61.3,45.5,46.4,86.3,48.8,87.8
110,111,University of AdelaideAustralia,61.2,35.6,45.2,94.3,65.5,93.7
111,112,University of BonnGermany,61.1,48.4,48.7,85.2,55.5,67.1
112,=113,National Taiwan University (NTU)TaiwanExplore,61.0,55.8,64.7,64.8,75.4,46.9
113,=113,Vanderbilt UniversityUnited States,61.0,48.6,43.8,94.1,56.9,48.7
114,115,Vrije Universiteit AmsterdamNetherlands,60.9,39.9,51.5,87.8,59.3,75.4
115,116,Lund UniversitySweden,60.8,39.6,53.1,83.1,82.0,79.9
116,=117,Université Paris-SaclayFrance,60.4,51.6,47.9,80.2,56.4,68.2
117,=117,Queen Mary University of LondonUnited Kingdom,60.4,33.7,41.6,98.1,42.7,97.1
118,=119,University of GöttingenGermany,60.1,46.8,50.0,84.9,37.7,62.2
119,=119,University of OsloNorway,60.1,40.5,46.5,89.5,44.3,80.4
120,=119,Penn State (Main campus)United States,60.1,49.3,60.3,75.3,40.7,47.5
121,=122,Lancaster UniversityUnited Kingdom,60.0,38.6,40.9,93.9,36.4,94.6
122,=122,Sungkyunkwan University (SKKU)South KoreaExplore,60.0,56.9,60.2,60.7,99.4,56.3
123,124,University of SouthamptonUnited Kingdom,59.9,39.9,42.1,90.6,43.4,94.5
124,125,University of AlbertaCanada,59.6,48.2,50.7,71.9,64.7,88.9
125,126,Case Western Reserve UniversityUnited States,59.4,47.6,41.7,91.9,41.7,53.8
126,=127,University of LeedsUnited Kingdom,59.2,43.7,46.5,81.1,39.8,90.3
127,=127,Maastricht UniversityNetherlands,59.2,39.8,50.0,76.1,84.6,98.1
128,=127,University of Virginia (Main campus)United States,59.2,49.4,41.2,90.5,43.1,51.0
129,130,Georgetown UniversityUnited States,59.1,55.0,35.3,88.8,70.2,48.9
130,131,Uppsala UniversitySweden,59.0,38.5,55.8,78.4,71.8,71.4
131,=132,Arizona State University (Tempe)United StatesExplore,58.6,46.3,49.2,80.9,38.5,62.8
132,=132,University of HamburgGermany,58.6,45.4,52.5,74.9,93.8,58.7
133,=132,The University of Western AustraliaAustralia,58.6,34.4,43.6,88.0,65.0,95.5
134,136,Rice UniversityUnited States,58.5,47.3,37.5,87.2,44.2,77.8
135,=137,University of AucklandNew ZealandExplore,58.4,34.0,46.3,84.8,69.4,94.6
136,=137,University of ViennaAustria,58.4,46.9,55.4,65.4,37.8,95.4
137,139,Radboud University NijmegenNetherlandsExplore,58.3,35.5,50.4,85.9,44.4,74.8
138,139,Technical University of BerlinGermany,58.3,50.2,55.4,64.1,96.9,66.8
139,140,University of Pittsburgh-Pittsburgh campusUnited States,58.2,45.6,42.3,91.7,42.6,43.6
140,141,University of NottinghamUnited Kingdom,58.1,43.6,44.2,80.1,40.5,89.2
141,142,University of RochesterUnited States,57.9,44.9,39.3,86.4,50.5,73.1
142,=143,University of AntwerpBelgium,57.8,35.4,47.0,85.4,85.7,70.6
143,=143,University of ExeterUnited KingdomExplore,57.8,33.9,39.3,93.5,37.5,91.6
144,=143,University of Technology SydneyAustraliaExplore,57.8,36.5,43.7,83.7,55.0,97.2
145,=146,University of MannheimGermany,57.6,43.0,50.5,76.6,60.7,67.5
146,=146,Newcastle UniversityUnited KingdomExplore,57.6,34.1,39.8,92.8,42.3,87.5
147,=146,Trinity College DublinIrelandExplore,57.6,40.4,45.0,79.5,42.1,95.0
148,=146,Ulm UniversityGermany,57.6,39.8,38.6,92.4,85.7,56.9
149,150,University of ArizonaUnited States,57.5,46.6,48.0,82.4,50.5,41.4
150,=151,City University of Hong KongHong KongExplore,57.4,42.7,44.3,75.4,46.6,99.7
151,=151,University of SussexUnited Kingdom,57.4,32.2,37.5,95.1,36.2,93.8
152,=151,Yonsei University (Seoul campus)South KoreaExplore,57.4,54.9,58.2,55.7,96.9,58.6
153,154,University of FloridaUnited States,57.3,54.5,58.9,62.0,58.4,42.7
154,155,Université Paris CitéFrance,57.2,48.8,35.5,86.5,36.3,67.7
155,156,Pompeu Fabra UniversitySpain,57.1,36.4,39.2,94.2,47.8,66.8
156,157,Wuhan UniversityChinaExplore,56.9,43.2,37.7,92.3,80.9,39.8
157,=158,University of AberdeenUnited Kingdom,56.8,32.2,35.2,94.0,47.1,95.8
158,=158,University of Colorado BoulderUnited States,56.8,43.2,42.8,88.1,43.2,47.2
159,=158,Lomonosov Moscow State UniversityRussian Federation,56.8,80.3,69.9,12.8,99.3,72.5
160,=158,Université Catholique de LouvainBelgium,56.8,38.4,52.1,73.2,62.5,80.9
161,=162,Durham UniversityUnited Kingdom,56.7,44.9,47.8,69.7,37.8,93.8
162,=162,University of OttawaCanadaExplore,56.7,40.4,40.6,83.3,50.0,82.1
163,=162,Southern University of Science and Technology (SUSTech)ChinaExplore,56.7,29.4,39.4,98.5,78.5,60.4
164,165,University of WürzburgGermany,56.6,38.1,43.2,85.6,73.9,62.4
165,166,Bielefeld UniversityGermany,56.5,36.4,41.8,94.4,42.4,48.1
166,167,Indiana UniversityUnited States,56.3,48.9,46.4,74.7,52.0,54.0
167,168,"Northeastern University, USUnited States",56.1,38.3,29.1,97.4,37.8,76.2
168,169,University of YorkUnited Kingdom,56.0,39.0,43.7,79.1,37.1,86.7
169,=170,Autonomous University of BarcelonaSpainExplore,55.9,36.6,38.9,90.6,42.9,66.9
170,=170,University of CanberraAustralia,55.9,27.9,33.8,98.6,44.2,89.8
171,=172,University of BolognaItalyExplore,55.8,49.8,36.9,82.7,45.3,52.1
172,=172,University of CologneGermany,55.8,42.2,43.7,77.1,76.9,66.7
173,=172,TU DresdenGermany,55.8,46.7,47.2,69.3,97.4,59.3
174,=172,Tufts UniversityUnited States,55.8,45.6,33.0,91.6,39.5,50.4
175,=176,University of LausanneSwitzerland,55.5,32.8,45.4,77.1,78.1,92.0
176,=176,Stockholm UniversitySweden,55.5,30.5,49.1,84.9,36.5,69.4
177,=178,University of LiverpoolUnited Kingdom,55.4,33.1,36.5,88.5,39.1,93.6
178,=178,Ulsan National Institute of Science and Technology (UNIST)South KoreaExplore,55.4,37.7,41.1,85.4,91.8,51.0
179,180,Karlsruhe Institute of TechnologyGermany,55.3,45.7,51.5,61.3,93.3,71.7
180,181,Huazhong University of Science and TechnologyChinaExplore,55.2,38.3,38.4,92.7,89.8,27.9
181,182,University of East AngliaUnited KingdomExplore,55.1,28.3,32.5,97.9,35.9,87.5
182,=183,University of Cape TownSouth AfricaExplore,54.9,31.4,41.4,85.5,56.4,80.1
183,=183,University of Notre DameUnited States,54.9,51.2,43.2,70.7,39.7,59.0
184,=185,University of GothenburgSweden,54.8,29.6,42.3,90.5,42.7,66.1
185,=185,University of LeicesterUnited Kingdom,54.8,30.0,32.3,94.2,39.9,91.0
186,=185,Pohang University of Science and Technology (POSTECH)South KoreaExplore,54.8,52.3,49.1,65.4,98.0,31.1
187,=185,Technical University of DenmarkDenmark,54.8,39.6,40.6,72.4,86.0,92.2
188,189,Cardiff UniversityUnited KingdomExplore,54.7,31.9,36.1,89.1,39.9,87.0
189,=190,King Abdulaziz UniversitySaudi ArabiaExplore,54.5,36.7,22.9,92.4,74.0,93.6
190,=190,Rutgers University – New BrunswickUnited States,54.5,46.6,47.5,70.4,47.2,52.8
191,192,Macquarie UniversityAustraliaExplore,54.4,39.0,43.3,71.4,63.3,89.5
192,=193,University of BarcelonaSpainExplore,54.3,31.9,40.0,90.4,47.1,59.4
193,=193,Queensland University of TechnologyAustraliaExplore,54.3,32.2,36.7,86.8,50.0,84.6
194,=193,Texas A&M UniversityUnited States,54.3,47.4,51.1,64.6,46.5,56.1
195,196,Medical University of GrazAustria,54.1,30.3,29.1,95.9,66.7,78.0
196,=197,University of Erlangen-NurembergGermany,54.0,42.2,45.7,71.5,88.7,52.8
197,=197,University of GenevaSwitzerland,54.0,34.4,33.6,83.1,51.6,98.6
198,=197,University of HohenheimGermany,54.0,34.4,31.2,97.5,48.5,51.4
199,=197,Sapienza University of RomeItaly,54.0,51.5,41.7,70.9,55.9,44.3
200,=197,Scuola Normale Superiore di PisaItaly,54.0,56.5,38.6,67.8,36.9,55.4
201,201–250,Aalborg UniversityDenmarkExplore,50.4–53.9,27.0,38.0,79.3,49.8,78.5
202,201–250,Aalto UniversityFinland,50.4–53.9,38.9,38.6,71.6,54.2,83.7
203,201–250,Alfaisal UniversitySaudi ArabiaExplore,50.4–53.9,20.2,21.2,99.0,41.7,97.3
204,201–250,Auckland University of TechnologyNew ZealandExplore,50.4–53.9,20.8,21.5,98.9,37.0,96.2
205,201–250,University of BathUnited Kingdom,50.4–53.9,32.2,34.0,78.9,38.7,92.9
206,201–250,University of BergenNorway,50.4–53.9,28.7,30.3,91.6,37.5,78.7
207,201–250,Brighton and Sussex Medical SchoolUnited Kingdom,50.4–53.9,21.5,24.2,100.0,34.8,80.6
208,201–250,University of CalgaryCanada,50.4–53.9,34.9,37.2,80.4,65.6,80.4
209,201–250,"University of California, Santa CruzUnited States",50.4–53.9,31.5,31.2,96.7,42.1,65.6
210,201–250,Copenhagen Business SchoolDenmark,50.4–53.9,24.1,33.4,86.2,42.4,94.5
211,201–250,University of DundeeUnited KingdomExplore,50.4–53.9,25.4,30.7,89.1,48.9,83.2
212,201–250,Eindhoven University of TechnologyNetherlands,50.4–53.9,44.4,48.2,56.1,99.9,83.8
213,201–250,Friedrich Schiller University JenaGermany,50.4–53.9,41.4,40.7,73.5,57.1,60.5
214,201–250,George Washington UniversityUnited States,50.4–53.9,46.3,31.4,79.0,36.0,57.9
215,201–250,Griffith UniversityAustraliaExplore,50.4–53.9,27.5,35.3,80.4,50.6,82.8
216,201–250,University of KonstanzGermany,50.4–53.9,40.5,46.1,59.4,74.8,69.7
217,201–250,Korea UniversitySouth KoreaExplore,50.4–53.9,47.4,47.0,63.4,91.9,50.9
218,201–250,KTH Royal Institute of TechnologySweden,50.4–53.9,38.8,44.7,56.0,69.8,90.2
219,201–250,La Trobe UniversityAustralia,50.4–53.9,27.6,34.0,86.3,46.7,89.8
220,201–250,Université Libre de BruxellesBelgium,50.4–53.9,32.5,42.1,78.6,43.8,88.9
221,201–250,University of MacauMacaoExplore,50.4–53.9,30.2,39.3,71.2,45.7,99.4
222,201–250,University of MassachusettsUnited States,50.4–53.9,36.5,29.4,90.2,52.6,64.4
223,201–250,Medical University of InnsbruckAustria,50.4–53.9,31.0,28.6,88.4,91.4,87.2
224,201–250,Medical University of ViennaAustria,50.4–53.9,34.6,26.9,92.7,61.9,79.8
225,201–250,University of MiamiUnited States,50.4–53.9,45.2,32.1,75.9,47.5,59.5
226,201–250,Moscow Institute of Physics and Technology (MIPT)Russian Federation,50.4–53.9,51.6,44.5,51.3,99.9,61.5
227,201–250,University of MünsterGermany,50.4–53.9,40.3,41.5,80.7,48.1,48.7
228,201–250,University of OtagoNew Zealand,50.4–53.9,31.3,34.7,77.5,39.6,90.1
229,201–250,University of PaduaItaly,50.4–53.9,41.3,33.8,80.3,40.9,49.4
230,201–250,Queen’s University BelfastUnited KingdomExplore,50.4–53.9,29.3,36.3,80.3,41.3,97.2
231,201–250,RCSI University of Medicine and Health SciencesIrelandExplore,50.4–53.9,29.2,35.3,84.0,52.6,94.9
232,201–250,University of ReadingUnited Kingdom,50.4–53.9,35.9,36.7,78.8,40.4,92.6
233,201–250,"St George’s, University of LondonUnited Kingdom",50.4–53.9,21.8,29.0,99.1,39.8,77.4
234,201–250,Sant’Anna School of Advanced Studies – PisaItaly,50.4–53.9,46.4,40.6,70.5,89.2,57.8
235,201–250,University of São PauloBrazil,50.4–53.9,55.8,58.9,43.3,42.3,35.9
236,201–250,Simon Fraser UniversityCanadaExplore,50.4–53.9,27.7,35.0,81.5,49.0,92.1
237,201–250,University of South FloridaUnited States,50.4–53.9,30.2,35.9,85.8,91.2,55.1
238,201–250,University of St AndrewsUnited Kingdom,50.4–53.9,45.2,43.8,60.2,37.7,95.5
239,201–250,University of SurreyUnited Kingdom,50.4–53.9,31.5,34.7,75.0,43.0,94.6
240,201–250,Taipei Medical UniversityTaiwanExplore,50.4–53.9,46.9,33.0,73.4,96.9,42.9
241,201–250,Tel Aviv UniversityIsrael,50.4–53.9,40.6,51.7,68.4,43.1,56.4
242,201–250,Tilburg UniversityNetherlands,50.4–53.9,36.0,49.4,63.3,51.0,81.9
243,201–250,Tohoku UniversityJapan,50.4–53.9,56.6,58.7,37.8,97.2,49.5
244,201–250,University of TwenteNetherlands,50.4–53.9,37.9,46.8,57.0,86.9,93.8
245,201–250,University College DublinIreland,50.4–53.9,32.2,39.0,71.8,48.7,93.6
246,201–250,Vita-Salute San Raffaele UniversityItaly,50.4–53.9,37.6,22.5,98.6,36.0,42.8
247,201–250,University of WaterlooCanadaExplore,50.4–53.9,35.6,43.2,67.7,47.1,87.1
248,201–250,Western UniversityCanada,50.4–53.9,39.9,39.0,72.6,80.2,85.6
249,201–250,Western Sydney UniversityAustralia,50.4–53.9,26.2,30.5,88.7,42.4,87.9
250,201–250,University of WollongongAustraliaExplore,50.4–53.9,30.8,37.6,77.3,55.8,94.7
251,251–300,Australian Catholic UniversityAustralia,48.1–50.3,19.5,27.5,95.9,36.6,80.2
252,251–300,Beijing Normal UniversityChina,48.1–50.3,47.2,41.0,56.0,71.1,45.7
253,251–300,Boston CollegeUnited States,48.1–50.3,47.5,34.6,64.4,35.1,46.4
254,251–300,Brandeis UniversityUnited States,48.1–50.3,28.2,21.7,99.0,35.6,57.5
255,251–300,University at BuffaloUnited States,48.1–50.3,37.9,33.4,71.4,47.4,64.8
256,251–300,"University of California, RiversideUnited States",48.1–50.3,30.5,29.7,84.1,40.9,65.0
257,251–300,Chalmers University of TechnologySweden,48.1–50.3,31.8,42.8,63.3,65.5,77.5
258,251–300,University of Colorado Denver/Anschutz Medical CampusUnited States,48.1–50.3,35.1,19.4,94.8,42.0,31.0
259,251–300,Curtin UniversityAustraliaExplore,48.1–50.3,25.2,32.6,82.5,43.5,95.5
260,251–300,Dalhousie UniversityCanadaExplore,48.1–50.3,27.6,29.7,77.5,43.3,89.0
261,251–300,Deakin UniversityAustralia,48.1–50.3,26.5,32.3,79.3,42.8,89.2
262,251–300,University of Duisburg-EssenGermanyExplore,48.1–50.3,32.9,33.5,80.3,67.2,61.1
263,251–300,Heinrich Heine University DüsseldorfGermany,48.1–50.3,34.9,32.0,78.6,43.7,59.6
264,251–300,École des Ponts ParisTechFrance,48.1–50.3,31.9,22.2,87.4,59.6,83.8
265,251–300,Flinders UniversityAustraliaExplore,48.1–50.3,25.5,31.0,83.3,40.7,89.9
266,251–300,Florida State UniversityUnited States,48.1–50.3,39.0,38.0,70.1,40.8,47.3
267,251–300,George Mason UniversityUnited States,48.1–50.3,32.0,28.5,84.9,36.0,48.5
268,251–300,University of Hawai’i at MānoaUnited States,48.1–50.3,36.5,39.9,67.1,39.1,66.9
269,251–300,Howard UniversityUnited States,48.1–50.3,43.9,16.1,95.7,34.8,35.4
270,251–300,University of IowaUnited States,48.1–50.3,40.6,29.6,77.6,48.6,47.4
271,251–300,James Cook UniversityAustralia,48.1–50.3,25.4,29.9,88.6,45.5,78.7
272,251–300,University of KielGermany,48.1–50.3,30.3,31.1,85.0,34.8,57.7
273,251–300,Kyung Hee UniversitySouth KoreaExplore,48.1–50.3,35.5,40.5,64.6,89.7,63.7
274,251–300,Lappeenranta-Lahti University of Technology LUTFinlandExplore,48.1–50.3,27.8,31.3,84.1,54.9,61.2
275,251–300,Université LavalCanadaExplore,48.1–50.3,38.9,34.8,67.7,66.4,71.0
276,251–300,Linköping UniversitySweden,48.1–50.3,24.8,38.4,77.9,60.7,69.0
277,251–300,University of LuxembourgLuxembourg,48.1–50.3,33.0,39.2,65.7,47.3,99.5
278,251–300,Macau University of Science and TechnologyMacaoExplore,48.1–50.3,30.3,22.8,82.3,46.4,99.9
279,251–300,University of NavarraSpain,48.1–50.3,28.7,29.3,85.1,65.9,71.7
280,251–300,University of NewcastleAustralia,48.1–50.3,27.1,33.2,78.9,61.4,85.6
281,251–300,University of New Mexico (Main campus)United States,48.1–50.3,39.4,29.1,80.1,42.8,34.1
282,251–300,Oregon Health and Science UniversityUnited States,48.1–50.3,35.8,17.7,99.1,52.6,28.6
283,251–300,University of OuluFinlandExplore,48.1–50.3,30.6,35.1,76.2,51.6,57.1
284,251–300,University of PotsdamGermany,48.1–50.3,38.4,43.0,65.0,66.0,59.3
285,251–300,Queen’s UniversityCanadaExplore,48.1–50.3,40.0,38.0,60.2,79.1,71.1
286,251–300,Ruhr University BochumGermany,48.1–50.3,38.2,45.1,61.6,58.1,54.0
287,251–300,Sejong UniversitySouth Korea,48.1–50.3,26.0,27.8,90.2,48.0,53.2
288,251–300,Semmelweis UniversityHungaryExplore,48.1–50.3,44.5,15.6,81.0,41.4,77.8
289,251–300,University of Southern DenmarkDenmark,48.1–50.3,24.1,30.2,80.2,73.9,81.1
290,251–300,Stellenbosch UniversitySouth AfricaExplore,48.1–50.3,30.3,35.7,78.7,79.5,54.3
291,251–300,Sun Yat-sen UniversityChinaExplore,48.1–50.3,40.7,32.6,77.7,60.6,33.5
292,251–300,Swansea UniversityUnited Kingdom,48.1–50.3,22.2,26.8,93.8,39.0,83.0
293,251–300,Tampere UniversityFinland,48.1–50.3,27.1,34.2,84.4,59.6,52.5
294,251–300,University of TartuEstonia,48.1–50.3,25.9,31.0,89.3,43.3,62.6
295,251–300,University College CorkIreland,48.1–50.3,26.2,27.6,88.1,49.2,83.7
296,251–300,University of UtahUnited States,48.1–50.3,37.2,30.7,81.8,51.2,33.1
297,251–300,Virginia Polytechnic Institute and State UniversityUnited StatesExplore,48.1–50.3,35.8,36.5,74.3,48.4,56.4
298,251–300,Vrije Universiteit BrusselBelgium,48.1–50.3,35.5,42.6,63.9,60.8,76.7
299,251–300,University of the WitwatersrandSouth AfricaExplore,48.1–50.3,30.9,43.8,66.2,100.0,73.4
300,301–350,Aix-Marseille UniversityFrance,46.1–48.0,39.8,24.2,74.4,39.7,60.9
301,301–350,American University of BeirutLebanon,46.1–48.0,26.9,16.3,89.2,49.7,77.5
