,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
302,301–350,Anglia Ruskin University (ARU)United Kingdom,46.1–48.0,16.9,15.6,99.7,35.1,89.9
303,301–350,Autonomous University of MadridSpain,46.1–48.0,31.6,27.7,83.8,38.3,55.1
304,301–350,University of BordeauxFranceExplore,46.1–48.0,33.1,25.3,79.1,39.0,60.1
305,301–350,"University of California, MercedUnited States",46.1–48.0,22.7,23.9,94.9,40.9,44.0
306,301–350,University of Cape CoastGhanaExplore,46.1–48.0,17.3,20.1,100.0,66.2,44.7
307,301–350,Central South UniversityChinaExplore,46.1–48.0,34.8,41.6,65.6,96.0,25.0
308,301–350,"China Medical University, TaiwanTaiwan",46.1–48.0,24.3,32.9,80.8,95.7,44.1
309,301–350,University of DelawareUnited States,46.1–48.0,28.9,38.4,68.8,94.6,49.4
310,301–350,East China Normal UniversityChinaExplore,46.1–48.0,39.8,37.2,59.0,57.2,62.8
311,301–350,École Normale Supérieure de LyonFrance,46.1–48.0,38.3,45.8,52.6,64.3,64.7
312,301–350,University of EssexUnited Kingdom,46.1–48.0,30.2,34.9,63.5,35.9,96.3
313,301–350,Goethe University FrankfurtGermany,46.1–48.0,31.9,33.3,73.7,43.5,61.0
314,301–350,Hebrew University of JerusalemIsrael,46.1–48.0,43.4,42.8,51.8,42.6,59.6
315,301–350,Hofstra UniversityUnited States,46.1–48.0,37.1,16.4,94.6,34.8,30.2
316,301–350,HSE UniversityRussian Federation,46.1–48.0,34.9,45.0,61.1,64.8,45.0
317,301–350,University of Illinois at ChicagoUnited States,46.1–48.0,41.6,31.9,63.5,44.3,51.7
318,301–350,Indian Institute of ScienceIndia,46.1–48.0,59.1,54.6,31.5,88.1,24.1
319,301–350,Johannes Gutenberg University of MainzGermany,46.1–48.0,35.5,26.4,78.2,56.3,58.6
320,301–350,University of MalayaMalaysia,46.1–48.0,37.5,30.8,61.9,47.1,84.0
321,301–350,University of ManitobaCanada,46.1–48.0,32.0,30.7,74.4,35.6,55.9
322,301–350,University of MilanItaly,46.1–48.0,32.7,29.7,82.6,39.8,43.5
323,301–350,University of Milan-BicoccaItaly,46.1–48.0,27.5,24.2,91.8,39.2,45.4
324,301–350,Montpellier UniversityFrance,46.1–48.0,35.0,31.6,70.4,38.7,62.5
325,301–350,Nankai UniversityChinaExplore,46.1–48.0,37.2,25.1,78.7,45.5,41.3
326,301–350,National Yang Ming Chiao Tung UniversityTaiwan,46.1–48.0,45.9,46.8,50.0,72.8,40.0
327,301–350,North Carolina State UniversityUnited States,46.1–48.0,39.3,37.0,60.5,46.2,53.6
328,301–350,Nova Southeastern UniversityUnited States,46.1–48.0,39.2,10.8,96.5,34.8,29.7
329,301–350,Osaka UniversityJapan,46.1–48.0,51.9,52.1,33.9,90.2,38.4
330,301–350,Peter the Great St Petersburg Polytechnic UniversityRussian Federation,46.1–48.0,27.8,18.4,87.1,77.7,56.9
331,301–350,Qatar UniversityQatar,46.1–48.0,26.0,31.7,69.0,50.7,99.1
332,301–350,Reykjavík UniversityIceland,46.1–48.0,16.8,21.8,100.0,36.7,69.1
333,301–350,RMIT UniversityAustralia,46.1–48.0,27.6,32.1,69.8,46.0,93.9
334,301–350,University of Rome II – Tor VergataItaly,46.1–48.0,38.2,27.4,68.5,48.4,62.1
335,301–350,Rush UniversityUnited States,46.1–48.0,40.0,15.8,90.9,45.0,21.6
336,301–350,University of St GallenSwitzerland,46.1–48.0,28.8,20.5,78.4,49.1,95.6
337,301–350,University of South AustraliaAustralia,46.1–48.0,23.5,36.6,68.1,84.3,88.4
338,301–350,University of StirlingUnited KingdomExplore,46.1–48.0,23.9,25.8,80.9,35.5,84.7
339,301–350,Stony Brook UniversityUnited States,46.1–48.0,34.6,25.3,77.2,36.2,70.2
340,301–350,University of StuttgartGermany,46.1–48.0,40.9,44.4,49.8,93.8,53.1
341,301–350,Università della Svizzera italianaSwitzerland,46.1–48.0,23.6,19.6,83.6,58.9,99.5
342,301–350,Swedish University of Agricultural SciencesSweden,46.1–48.0,30.4,29.3,74.1,92.0,51.5
343,301–350,Swinburne University of TechnologyAustralia,46.1–48.0,24.8,29.3,76.7,42.2,81.8
344,301–350,University of TasmaniaAustralia,46.1–48.0,27.6,32.3,70.3,47.0,91.3
345,301–350,Technical University of DarmstadtGermany,46.1–48.0,43.7,45.0,46.8,88.4,58.5
346,301–350,Temple UniversityUnited States,46.1–48.0,38.4,24.6,79.4,34.8,38.9
347,301–350,The University of Tennessee-KnoxvilleUnited States,46.1–48.0,32.8,27.5,78.1,42.6,46.8
348,301–350,Tokyo Institute of TechnologyJapan,46.1–48.0,49.7,56.2,33.2,80.7,46.2
349,301–350,Tongji UniversityChinaExplore,46.1–48.0,40.6,47.9,41.7,98.8,60.2
350,301–350,University of VictoriaCanada,46.1–48.0,22.8,33.5,73.7,45.2,88.6
351,301–350,Wake Forest UniversityUnited States,46.1–48.0,39.1,18.9,85.6,45.4,33.7
352,301–350,William & MaryUnited States,46.1–48.0,45.8,21.3,78.9,36.2,36.9
353,351–400,Babol Noshirvani University of TechnologyIran,44.1–46.0,23.3,21.2,99.4,37.2,20.7
354,351–400,University of BayreuthGermany,44.1–46.0,35.8,37.2,55.7,57.3,60.6
355,351–400,"Birkbeck, University of LondonUnited Kingdom",44.1–46.0,30.5,32.6,64.1,35.1,89.9
356,351–400,Bournemouth UniversityUnited Kingdom,44.1–46.0,33.6,21.3,74.6,35.1,82.1
357,351–400,University of BremenGermany,44.1–46.0,33.5,37.6,56.6,53.7,62.0
358,351–400,University of BresciaItaly,44.1–46.0,24.6,18.1,93.9,39.6,44.7
359,351–400,Universiti Brunei DarussalamBrunei DarussalamExplore,44.1–46.0,24.0,18.7,83.9,36.9,88.2
360,351–400,Brunel University LondonUnited Kingdom,44.1–46.0,26.1,26.0,69.0,36.3,96.5
361,351–400,Catholic University of PortugalPortugal,44.1–46.0,19.0,14.5,98.3,36.6,62.0
362,351–400,"City, University of LondonUnited Kingdom",44.1–46.0,25.0,26.3,70.9,36.2,95.2
363,351–400,"Colorado State University, Fort CollinsUnited States",44.1–46.0,31.5,26.1,77.3,40.8,39.2
364,351–400,Drexel UniversityUnited States,44.1–46.0,35.2,21.9,76.2,42.5,51.7
365,351–400,University of GeorgiaUnited States,44.1–46.0,42.2,42.4,53.2,38.2,47.0
366,351–400,University of GreifswaldGermany,44.1–46.0,31.4,27.6,74.7,42.3,48.7
367,351–400,Université Grenoble AlpesFrance,44.1–46.0,37.4,31.9,58.0,38.7,68.7
368,351–400,University of HailSaudi Arabia,44.1–46.0,18.1,8.7,100.0,40.9,82.0
369,351–400,Hanyang UniversitySouth KoreaExplore,44.1–46.0,40.8,40.1,44.0,93.8,64.3
370,351–400,Harokopio UniversityGreece,44.1–46.0,18.4,19.3,96.3,37.3,45.2
371,351–400,Hasselt UniversityBelgium,44.1–46.0,28.2,39.0,57.5,58.2,69.4
372,351–400,Illinois Institute of TechnologyUnited States,44.1–46.0,41.8,20.6,62.9,38.6,74.1
373,351–400,IMT AtlantiqueFrance,44.1–46.0,37.2,34.3,54.3,95.8,77.2
374,351–400,Indian Institute of Technology RoparIndia,44.1–46.0,26.8,13.9,99.7,37.7,18.9
375,351–400,JSS Academy of Higher Education and ResearchIndia,44.1–46.0,33.3,9.0,100.0,35.8,32.4
376,351–400,University of JyväskyläFinland,44.1–46.0,25.3,30.5,75.4,36.3,51.5
377,351–400,University of KentUnited Kingdom,44.1–46.0,27.8,30.6,64.5,35.4,91.5
378,351–400,Khalifa UniversityUnited Arab EmiratesExplore,44.1–46.0,31.5,36.9,51.9,100.0,92.1
379,351–400,King Fahd University of Petroleum and MineralsSaudi Arabia,44.1–46.0,25.8,22.4,77.9,74.2,77.6
380,351–400,King Saud UniversitySaudi Arabia,44.1–46.0,26.1,27.8,70.9,82.6,82.3
381,351–400,University of KlagenfurtAustria,44.1–46.0,29.0,17.7,74.6,36.8,90.3
382,351–400,Kurdistan University of Medical SciencesIran,44.1–46.0,34.3,9.9,100.0,36.4,22.3
383,351–400,University of KwaZulu-NatalSouth AfricaExplore,44.1–46.0,28.8,34.7,66.7,39.7,53.3
384,351–400,University of LiègeBelgium,44.1–46.0,26.6,35.4,60.2,99.6,71.6
385,351–400,Loughborough UniversityUnited Kingdom,44.1–46.0,32.0,33.6,61.1,38.6,86.6
386,351–400,Mazandaran University of Medical SciencesIran,44.1–46.0,40.5,11.3,87.6,40.9,19.7
387,351–400,Nagoya UniversityJapan,44.1–46.0,44.3,48.0,41.4,97.9,35.4
388,351–400,University of Galway – Ollscoil na GaillimheIreland,44.1–46.0,27.6,31.9,66.7,48.8,81.5
389,351–400,National Tsing Hua UniversityTaiwan,44.1–46.0,36.2,46.0,50.0,70.7,42.9
390,351–400,University of OregonUnited States,44.1–46.0,31.0,21.5,85.3,36.4,35.3
391,351–400,University of PassauGermany,44.1–46.0,33.9,39.9,56.3,46.5,58.4
392,351–400,University of PaviaItaly,44.1–46.0,36.8,28.1,72.4,46.5,46.7
393,351–400,Politecnico di MilanoItalyExplore,44.1–46.0,34.4,39.2,57.8,80.1,60.8
394,351–400,"Royal Holloway, University of LondonUnited Kingdom",44.1–46.0,30.0,29.0,67.3,37.6,91.8
395,351–400,Shenzhen UniversityChinaExplore,44.1–46.0,22.3,26.0,89.4,53.6,36.7
396,351–400,SUNY University at AlbanyUnited States,44.1–46.0,25.2,22.7,84.3,43.5,49.9
397,351–400,Syracuse UniversityUnited States,44.1–46.0,35.4,29.7,69.7,35.8,49.8
398,351–400,University of Texas at DallasUnited States,44.1–46.0,24.9,28.1,80.6,40.7,56.6
399,351–400,University of TrentoItaly,44.1–46.0,30.2,32.5,69.5,43.1,56.6
400,351–400,University of TurkuFinland,44.1–46.0,27.6,31.4,75.3,37.0,54.1
401,351–400,UiT The Arctic University of NorwayNorway,44.1–46.0,23.5,21.1,87.9,37.8,68.8
402,351–400,Umeå UniversitySweden,44.1–46.0,23.0,29.0,78.2,36.6,64.0
403,351–400,United Arab Emirates UniversityUnited Arab EmiratesExplore,44.1–46.0,24.5,21.4,73.3,65.9,88.8
404,351–400,Washington State UniversityUnited States,44.1–46.0,31.5,30.9,71.3,50.3,50.1
405,401–500,Addis Ababa UniversityEthiopia,40.9–44.0,18.9,11.9,95.2,41.5,47.0
406,401–500,University of Alaska FairbanksUnited States,40.9–44.0,27.8,24.0,73.7,46.9,57.9
407,401–500,An-Najah National UniversityPalestine,40.9–44.0,13.2,8.6,100.0,36.0,63.7
408,401–500,Aston UniversityUnited Kingdom,40.9–44.0,21.5,24.5,66.0,36.7,91.6
409,401–500,Aswan UniversityEgypt,40.9–44.0,13.9,9.8,100.0,34.8,47.9
410,401–500,Bangor UniversityUnited Kingdom,40.9–44.0,25.1,25.2,68.1,35.2,81.9
411,401–500,University of CampinasBrazil,40.9–44.0,47.2,44.9,36.2,47.7,33.0
412,401–500,Cankaya UniversityTurkey,40.9–44.0,17.0,13.6,100.0,36.0,46.0
413,401–500,Claude Bernard University Lyon 1France,40.9–44.0,36.4,25.5,61.2,40.6,58.5
414,401–500,Colorado School of MinesUnited States,40.9–44.0,29.7,27.2,66.3,46.8,39.0
415,401–500,University of ConnecticutUnited States,40.9–44.0,36.6,29.5,61.4,38.2,54.5
416,401–500,University of Côte d’AzurFrance,40.9–44.0,26.3,19.9,72.1,35.6,76.2
417,401–500,University of CreteGreece,40.9–44.0,19.3,22.3,87.1,39.5,48.2
418,401–500,University of CyprusCyprusExplore,40.9–44.0,26.1,21.3,65.5,49.1,82.1
419,401–500,University of DenverUnited States,40.9–44.0,39.3,23.8,72.2,35.9,27.9
420,401–500,Durban University of TechnologySouth Africa,40.9–44.0,16.9,11.5,99.9,37.8,39.1
421,401–500,Duy Tan UniversityVietnam,40.9–44.0,13.1,10.8,100.0,35.9,49.4
422,401–500,École des Mines de Saint-ÉtienneFrance,40.9–44.0,34.4,27.0,54.2,71.5,71.4
423,401–500,Edith Cowan UniversityAustraliaExplore,40.9–44.0,19.2,24.4,73.2,38.8,86.5
424,401–500,University of FerraraItaly,40.9–44.0,31.0,22.3,71.0,41.4,44.6
425,401–500,University of FlorenceItaly,40.9–44.0,33.3,28.3,66.8,44.7,46.1
426,401–500,Free University of Bozen-BolzanoItaly,40.9–44.0,20.9,16.8,77.8,36.5,76.7
427,401–500,University of FribourgSwitzerland,40.9–44.0,27.5,29.7,59.2,50.3,85.8
428,401–500,University of GenoaItaly,40.9–44.0,35.4,25.5,65.1,45.3,44.8
429,401–500,Georgia State UniversityUnited States,40.9–44.0,32.9,25.9,65.8,36.0,44.5
430,401–500,"Goldsmiths, University of LondonUnited Kingdom",40.9–44.0,28.5,27.9,64.7,34.8,81.0
431,401–500,Hong Kong Baptist UniversityHong KongExplore,40.9–44.0,30.0,26.5,54.3,37.7,98.7
432,401–500,Hunan UniversityChina,40.9–44.0,23.2,22.4,84.9,54.5,25.6
433,401–500,University of IbadanNigeria,40.9–44.0,23.4,12.6,91.2,35.3,32.2
434,401–500,University of IcelandIceland,40.9–44.0,20.7,32.8,66.9,69.5,62.6
435,401–500,Indian Institute of Technology IndoreIndia,40.9–44.0,37.9,24.1,66.7,38.1,22.4
436,401–500,University of InnsbruckAustria,40.9–44.0,31.4,29.5,52.9,53.6,95.9
437,401–500,University of InsubriaItaly,40.9–44.0,19.3,21.6,90.7,36.7,41.1
438,401–500,Iowa State UniversityUnited States,40.9–44.0,34.1,33.6,58.9,51.1,56.3
439,401–500,Jacobs UniversityGermanyExplore,40.9–44.0,33.9,31.5,46.6,53.1,92.4
440,401–500,Jordan University of Science and TechnologyJordan,40.9–44.0,16.5,10.2,99.2,43.3,58.3
441,401–500,Justus Liebig University GiessenGermany,40.9–44.0,32.1,35.3,59.1,42.4,52.8
442,401–500,University of KansasUnited States,40.9–44.0,36.4,25.0,67.3,45.7,48.7
443,401–500,University of KragujevacSerbia,40.9–44.0,18.2,9.4,97.9,35.6,33.9
444,401–500,Leibniz University HannoverGermany,40.9–44.0,36.8,33.9,50.1,52.4,54.2
445,401–500,Institut AgroFrance,40.9–44.0,34.4,24.5,60.9,46.6,60.8
446,401–500,Liverpool John Moores UniversityUnited Kingdom,40.9–44.0,20.9,18.6,78.7,35.3,75.6
447,401–500,University of MarburgGermany,40.9–44.0,33.9,28.9,64.3,42.1,55.1
448,401–500,Middlesex UniversityUnited Kingdom,40.9–44.0,21.4,20.1,77.0,35.2,89.5
449,401–500,Missouri University of Science and TechnologyUnited States,40.9–44.0,26.0,26.3,63.7,59.1,64.1
450,401–500,University of Modena and Reggio EmiliaItaly,40.9–44.0,30.8,22.8,72.4,49.0,38.9
451,401–500,University of Naples Federico IIItaly,40.9–44.0,32.5,26.0,76.7,41.4,32.3
452,401–500,National and Kapodistrian University of AthensGreece,40.9–44.0,22.7,18.1,81.1,68.6,55.2
453,401–500,National Research Nuclear University MEPhIRussian Federation,40.9–44.0,42.8,40.5,29.6,100.0,69.7
454,401–500,University of Nebraska-LincolnUnited States,40.9–44.0,30.9,26.9,62.8,38.6,54.9
455,401–500,Northumbria UniversityUnited Kingdom,40.9–44.0,19.3,20.9,80.7,35.5,77.0
456,401–500,Norwegian University of Science and TechnologyNorway,40.9–44.0,27.2,29.8,62.8,38.8,65.6
457,401–500,NOVA University of LisbonPortugal,40.9–44.0,25.3,29.5,70.4,49.7,63.6
458,401–500,"University of Occupational and Environmental Health, JapanJapanExplore",40.9–44.0,25.3,10.9,97.8,40.5,20.2
459,401–500,Örebro UniversitySweden,40.9–44.0,18.6,21.0,89.0,36.2,58.3
460,401–500,University of PeradeniyaSri Lanka,40.9–44.0,17.4,8.4,100.0,35.6,41.3
461,401–500,University of PisaItaly,40.9–44.0,28.1,28.0,70.6,41.8,41.3
462,401–500,University of PlymouthUnited Kingdom,40.9–44.0,20.4,20.8,79.2,35.2,72.4
463,401–500,Pontificia Universidad Católica de ChileChile,40.9–44.0,24.8,30.3,66.4,73.0,58.2
464,401–500,University of PortoPortugal,40.9–44.0,25.1,28.9,64.0,40.8,60.8
465,401–500,Universitat Ramon LlullSpain,40.9–44.0,20.0,16.6,82.0,38.1,65.9
466,401–500,Royal Veterinary CollegeUnited Kingdom,40.9–44.0,25.6,18.4,75.8,48.0,90.7
467,401–500,Saint-Petersburg Mining UniversityRussian Federation,40.9–44.0,21.7,11.7,90.7,75.9,31.4
468,401–500,University of SalernoItaly,40.9–44.0,17.9,22.4,85.1,37.8,35.2
469,401–500,Sciences PoFrance,40.9–44.0,33.3,24.0,57.3,36.9,83.7
470,401–500,Sharif University of TechnologyIran,40.9–44.0,32.9,37.2,50.7,94.5,29.9
471,401–500,University of SharjahUnited Arab Emirates,40.9–44.0,20.2,17.4,80.2,38.8,98.8
472,401–500,Sichuan UniversityChinaExplore,40.9–44.0,36.9,40.8,47.7,91.7,38.9
473,401–500,SOAS University of LondonUnited KingdomExplore,40.9–44.0,41.9,41.1,34.7,34.9,79.6
474,401–500,University of South Carolina-ColumbiaUnited States,40.9–44.0,35.1,27.5,62.5,36.4,46.4
475,401–500,South China University of TechnologyChina,40.9–44.0,26.8,33.1,67.8,82.8,33.8
476,401–500,Southern Medical UniversityChina,40.9–44.0,36.6,34.8,60.1,42.6,24.5
477,401–500,University of Southern QueenslandAustralia,40.9–44.0,21.7,23.8,74.2,38.9,79.3
478,401–500,SRUC (Scotland’s Rural College)United Kingdom,40.9–44.0,23.6,12.4,81.9,41.8,59.0
479,401–500,University of StavangerNorway,40.9–44.0,18.5,14.0,83.4,41.7,76.1
480,401–500,University of StrathclydeUnited Kingdom,40.9–44.0,30.4,32.1,54.2,49.5,88.2
481,401–500,University of TabukSaudi Arabia,40.9–44.0,15.7,7.8,92.5,35.7,72.9
482,401–500,Technion Israel Institute of TechnologyIsrael,40.9–44.0,34.7,30.3,52.7,36.8,70.1
483,401–500,Tianjin UniversityChinaExplore,40.9–44.0,36.2,42.5,46.2,95.4,38.6
484,401–500,Ton Duc Thang UniversityVietnamExplore,40.9–44.0,14.5,13.4,99.3,38.4,62.6
485,401–500,TU Dortmund UniversityGermany,40.9–44.0,37.3,42.7,49.8,48.5,42.9
486,401–500,Tulane UniversityUnited States,40.9–44.0,40.4,22.6,68.1,36.8,44.4
487,401–500,University of TurinItaly,40.9–44.0,22.3,27.8,76.4,43.8,41.8
488,401–500,TU WienAustria,40.9–44.0,35.8,36.0,41.2,68.3,87.0
489,401–500,University of VaasaFinlandExplore,40.9–44.0,24.7,25.6,76.8,37.3,63.7
490,401–500,University of ValenciaSpain,40.9–44.0,24.1,22.7,75.5,37.5,49.6
491,401–500,Verona UniversityItaly,40.9–44.0,29.2,22.7,76.1,45.8,42.4
492,401–500,University of Vic – Central University of CataloniaSpain,40.9–44.0,16.2,11.8,90.0,37.0,60.3
493,401–500,Victoria UniversityAustralia,40.9–44.0,27.0,28.8,63.4,43.9,87.8
494,401–500,University of WaikatoNew Zealand,40.9–44.0,22.1,29.8,64.4,46.7,95.3
495,401–500,Wayne State UniversityUnited States,40.9–44.0,32.5,18.9,73.1,48.2,36.2
496,401–500,University of the West of EnglandUnited Kingdom,40.9–44.0,16.9,14.2,87.3,35.2,70.0
497,401–500,The University of the West IndiesJamaicaExplore,40.9–44.0,18.9,10.9,91.7,35.5,57.7
498,401–500,Xiamen UniversityChina,40.9–44.0,29.1,23.9,74.0,52.0,33.5
499,401–500,Xi’an Jiaotong UniversityChina,40.9–44.0,38.5,40.1,44.8,75.8,39.7
500,401–500,Yokohama City UniversityJapan,40.9–44.0,26.4,8.9,93.0,43.2,22.3
501,401–500,York UniversityCanadaExplore,40.9–44.0,27.4,33.9,59.3,43.1,73.5
502,501–600,Aberystwyth UniversityUnited Kingdom,38.1–40.8,24.1,24.9,63.0,38.6,79.0
503,501–600,Alagappa UniversityIndia,38.1–40.8,34.4,9.5,75.2,35.2,31.0
504,501–600,American UniversityUnited States,38.1–40.8,40.2,17.4,65.4,41.4,34.3
505,501–600,Amirkabir University of TechnologyIran,38.1–40.8,31.7,32.6,50.4,73.3,34.3
506,501–600,University of L’AquilaItaly,38.1–40.8,31.4,23.5,66.6,43.8,34.8
507,501–600,"Asia University, TaiwanTaiwan",38.1–40.8,19.4,36.0,52.1,100.0,51.9
508,501–600,Universidad Autónoma de ChileChile,38.1–40.8,13.4,9.8,96.7,34.8,51.7
509,501–600,University of Bari Aldo MoroItaly,38.1–40.8,18.1,20.5,81.2,35.9,33.2
510,501–600,Beihang UniversityChina,38.1–40.8,33.0,38.2,43.5,97.5,32.5
511,501–600,Beijing University of Chemical TechnologyChina,38.1–40.8,21.9,22.5,71.9,58.4,23.1
512,501–600,Birmingham City UniversityUnited Kingdom,38.1–40.8,17.1,10.8,81.2,34.9,66.9
513,501–600,Bond UniversityAustralia,38.1–40.8,21.6,20.5,62.4,36.4,89.1
514,501–600,Bucharest University of Economic StudiesRomania,38.1–40.8,17.9,11.4,93.1,35.8,22.6
515,501–600,University of Camerino (Unicam)Italy,38.1–40.8,21.8,15.6,73.5,46.1,48.9
516,501–600,University of CanterburyNew ZealandExplore,38.1–40.8,24.5,26.5,55.0,38.8,93.5
517,501–600,Capital Medical UniversityChina,38.1–40.8,30.6,17.9,77.3,35.2,23.8
518,501–600,Centrale NantesFrance,38.1–40.8,33.0,29.7,40.7,76.9,85.5
519,501–600,CEU UniversitiesSpain,38.1–40.8,18.3,9.2,92.7,38.5,50.0
520,501–600,Charles Darwin UniversityAustralia,38.1–40.8,23.0,30.0,55.9,46.8,79.4
521,501–600,Charles University in PragueCzech Republic,38.1–40.8,33.0,28.3,52.0,35.2,63.8
522,501–600,Clark UniversityUnited States,38.1–40.8,23.2,20.9,68.5,34.8,57.1
523,501–600,Complutense University of MadridSpain,38.1–40.8,30.0,31.5,53.3,38.1,43.9
524,501–600,University of Costa RicaCosta Rica,38.1–40.8,18.3,8.9,91.0,34.8,48.2
525,501–600,Cyprus University of TechnologyCyprus,38.1–40.8,21.9,17.6,70.0,37.0,78.4
526,501–600,University of DesarrolloChileExplore,38.1–40.8,14.9,10.1,89.4,38.0,50.4
527,501–600,Diego Portales UniversityChile,38.1–40.8,15.6,11.0,86.2,34.8,51.4
528,501–600,Don State Technical UniversityRussian Federation,38.1–40.8,17.1,8.2,96.9,36.2,27.4
529,501–600,Dublin City UniversityIreland,38.1–40.8,23.1,32.7,54.9,41.0,70.7
530,501–600,University of Eastern FinlandFinland,38.1–40.8,24.0,28.1,65.0,38.8,50.5
531,501–600,Eastern Mediterranean UniversityNorthern CyprusExplore,38.1–40.8,21.9,12.6,68.8,39.6,89.2
532,501–600,Edinburgh Napier UniversityUnited Kingdom,38.1–40.8,17.5,15.7,72.3,35.2,85.1
533,501–600,University of Electronic Science and Technology of ChinaChinaExplore,38.1–40.8,27.4,27.7,64.0,76.0,35.8
534,501–600,Federal University of Toulouse Midi-PyrénéesFrance,38.1–40.8,26.4,25.7,63.8,36.9,63.3
535,501–600,Ferhat Abbas Sétif University 1Algeria,38.1–40.8,19.5,8.1,93.8,34.8,40.8
536,501–600,Florida International UniversityUnited StatesExplore,38.1–40.8,32.1,27.8,62.4,35.6,40.3
537,501–600,University of GuelphCanada,38.1–40.8,29.0,31.3,48.7,48.4,60.6
538,501–600,Gwangju Institute of Science and Technology (GIST)South Korea,38.1–40.8,41.4,39.9,33.2,75.9,39.9
539,501–600,Harbin Institute of TechnologyChina,38.1–40.8,40.8,37.2,44.4,44.2,33.0
540,501–600,Heriot-Watt UniversityUnited KingdomExplore,38.1–40.8,27.7,27.7,53.2,45.0,94.2
541,501–600,Hokkaido UniversityJapan,38.1–40.8,44.2,38.5,31.3,66.3,41.0
542,501–600,University of International Business and EconomicsChinaExplore,38.1–40.8,27.1,17.5,66.9,36.7,59.3
543,501–600,Iran University of Medical SciencesIran,38.1–40.8,46.2,15.7,60.8,40.8,24.1
544,501–600,"Islamic Azad University, Najafabad Branch (IAUN)Iran",38.1–40.8,16.3,11.5,98.3,37.1,22.4
545,501–600,Jagiellonian UniversityPoland,38.1–40.8,30.4,23.8,66.5,35.7,40.6
546,501–600,Kafrelsheikh UniversityEgypt,38.1–40.8,14.3,8.0,93.1,37.5,47.6
547,501–600,Keele UniversityUnited Kingdom,38.1–40.8,21.8,24.2,64.2,35.7,71.5
548,501–600,University of KentuckyUnited States,38.1–40.8,36.8,27.5,56.7,39.2,38.8
549,501–600,Koç UniversityTurkey,38.1–40.8,30.2,36.1,50.5,70.6,51.0
550,501–600,Kyushu UniversityJapan,38.1–40.8,43.2,37.5,34.0,77.4,42.4
551,501–600,University of LagosNigeria,38.1–40.8,16.1,10.2,90.3,35.9,32.1
552,501–600,University of LilleFrance,38.1–40.8,31.1,22.1,61.9,41.6,63.3
553,501–600,Lincoln UniversityNew Zealand,38.1–40.8,26.6,22.5,51.6,53.3,96.0
554,501–600,University of LincolnUnited Kingdom,38.1–40.8,17.2,16.0,79.9,35.5,73.3
555,501–600,University of LisbonPortugal,38.1–40.8,24.8,32.6,56.2,42.0,60.6
556,501–600,Mansoura UniversityEgypt,38.1–40.8,18.5,11.0,88.5,38.8,47.0
557,501–600,Maynooth UniversityIreland,38.1–40.8,22.2,27.6,61.5,37.7,79.0
558,501–600,University of MessinaItaly,38.1–40.8,29.1,23.3,68.1,36.6,31.4
559,501–600,Mizzou - University of MissouriUnited States,38.1–40.8,36.3,26.0,56.3,39.4,43.9
560,501–600,University of Mohaghegh ArdabiliIran,38.1–40.8,20.8,10.9,87.6,35.6,22.8
561,501–600,University of MontanaUnited States,38.1–40.8,35.1,20.6,64.0,35.6,28.6
562,501–600,Murdoch UniversityAustraliaExplore,38.1–40.8,20.9,27.2,58.5,46.2,92.6
563,501–600,University of NairobiKenya,38.1–40.8,14.1,8.0,96.7,34.8,47.1
564,501–600,University of Nebraska Medical CenterUnited States,38.1–40.8,35.3,12.3,71.5,38.7,44.1
565,501–600,New Jersey Institute of TechnologyUnited States,38.1–40.8,21.4,19.8,61.8,38.5,85.5
566,501–600,Northern Arizona UniversityUnited States,38.1–40.8,22.0,15.1,86.3,35.4,35.1
567,501–600,North-West UniversitySouth Africa,38.1–40.8,22.6,19.1,75.5,39.1,49.0
568,501–600,Northwestern Polytechnical UniversityChinaExplore,38.1–40.8,28.7,34.5,49.6,81.5,37.4
569,501–600,Nottingham Trent UniversityUnited Kingdom,38.1–40.8,20.3,14.9,77.0,35.5,78.2
570,501–600,Oklahoma State UniversityUnited States,38.1–40.8,29.6,20.3,67.5,38.1,45.6
571,501–600,University of PerugiaItaly,38.1–40.8,21.4,17.9,77.2,43.1,48.3
572,501–600,Plekhanov Russian University of EconomicsRussian Federation,38.1–40.8,23.3,11.0,81.5,37.4,36.0
573,501–600,Polytechnic University of BariItaly,38.1–40.8,17.3,22.2,79.2,55.5,34.6
574,501–600,Pontifical Javeriana UniversityColombia,38.1–40.8,16.5,10.9,88.2,35.1,44.0
575,501–600,University of PortsmouthUnited Kingdom,38.1–40.8,20.0,17.8,70.6,35.6,90.0
576,501–600,Quaid-i-Azam UniversityPakistan,38.1–40.8,26.7,16.4,73.6,36.1,46.4
577,501–600,Rensselaer Polytechnic InstituteUnited States,38.1–40.8,30.2,27.9,52.2,52.0,57.4
578,501–600,Riga Stradiņš UniversityLatvia,38.1–40.8,15.7,9.8,82.1,38.9,73.9
579,501–600,Sabancı UniversityTurkeyExplore,38.1–40.8,26.3,37.1,42.8,99.1,57.5
580,501–600,Saint Louis UniversityUnited States,38.1–40.8,37.8,16.0,61.5,37.3,33.8
581,501–600,University of SannioItaly,38.1–40.8,18.7,17.4,81.1,54.1,29.5
582,501–600,University of SaskatchewanCanada,38.1–40.8,35.3,29.9,45.5,75.8,73.7
583,501–600,University of SassariItaly,38.1–40.8,28.4,26.8,65.8,37.9,38.1
