,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
304,301–350,Anglia Ruskin University (ARU)United Kingdom,44.0–46.3,15.3,12.8,98.7,34.7,79.0
305,301–350,Auckland University of TechnologyNew ZealandExplore,44.0–46.3,17.3,16.6,91.4,35.6,96.0
306,301–350,University of BayreuthGermany,44.0–46.3,35.1,31.2,65.6,56.8,55.2
307,301–350,"Birkbeck, University of LondonUnited Kingdom",44.0–46.3,27.9,31.4,66.9,34.2,87.5
308,301–350,Boston CollegeUnited States,44.0–46.3,36.1,25.3,72.3,45.2,57.6
309,301–350,University of BremenGermany,44.0–46.3,36.2,35.1,60.4,48.5,53.8
310,301–350,University of CanterburyNew ZealandExplore,44.0–46.3,22.4,26.6,74.9,36.7,92.1
311,301–350,University of Colorado Denver/Anschutz Medical CampusUnited States,44.0–46.3,33.6,13.9,96.1,34.0,28.8
312,301–350,University of ConnecticutUnited States,44.0–46.3,36.7,29.8,67.3,37.1,46.1
313,301–350,Curtin UniversityAustraliaExplore,44.0–46.3,20.6,25.7,74.8,41.6,94.9
314,301–350,Cyprus University of TechnologyCyprus,44.0–46.3,15.8,14.9,95.5,35.3,70.6
315,301–350,University of DenverUnited States,44.0–46.3,40.2,21.5,76.2,35.3,28.0
316,301–350,Federal University of Toulouse Midi-PyrénéesFrance,44.0–46.3,31.9,30.6,64.5,37.4,72.1
317,301–350,George Mason UniversityUnited States,44.0–46.3,29.0,25.8,79.3,35.3,44.1
318,301–350,Grenoble Alpes UniversityFrance,44.0–46.3,32.4,27.8,75.1,35.6,59.4
319,301–350,Heriot-Watt UniversityUnited KingdomExplore,44.0–46.3,27.1,23.0,73.0,41.2,94.1
320,301–350,University of HoustonUnited States,44.0–46.3,38.8,32.4,61.6,38.3,42.1
321,301–350,HSE UniversityRussian Federation,44.0–46.3,32.8,32.7,72.7,56.6,40.5
322,301–350,Khalifa UniversityUnited Arab EmiratesExplore,44.0–46.3,25.3,29.1,65.3,100.0,96.4
323,301–350,La Trobe UniversityAustralia,44.0–46.3,25.2,32.5,65.4,54.1,81.7
324,301–350,University of LiègeBelgium,44.0–46.3,29.8,37.0,60.1,98.2,69.8
325,301–350,University of MalayaMalaysia,44.0–46.3,37.0,27.1,59.1,52.3,85.0
326,301–350,University of MilanItaly,44.0–46.3,33.4,27.0,76.5,44.0,42.1
327,301–350,Montpellier UniversityFrance,44.0–46.3,36.9,20.8,73.0,37.0,60.3
328,301–350,Nagoya UniversityJapan,44.0–46.3,48.1,49.0,42.4,77.9,31.4
329,301–350,University of Naples Federico IIItaly,44.0–46.3,36.0,22.6,77.7,38.0,29.9
330,301–350,University of Galway – Ollscoil na GaillimheIreland,44.0–46.3,27.5,30.9,71.9,44.9,80.5
331,301–350,University of NewcastleAustralia,44.0–46.3,23.8,26.9,74.1,57.0,82.3
332,301–350,University of New Mexico (Main campus)United States,44.0–46.3,27.8,32.0,78.7,37.3,32.0
333,301–350,Oregon State UniversityUnited States,44.0–46.3,31.3,30.4,71.2,38.1,51.1
334,301–350,University of PisaItaly,44.0–46.3,32.2,25.2,79.5,40.8,39.9
335,301–350,Politecnico di MilanoItalyExplore,44.0–46.3,33.2,34.7,63.3,68.9,57.4
336,301–350,Reykjavík UniversityIceland,44.0–46.3,13.6,17.6,99.9,36.2,62.7
337,301–350,Southern University of Science and Technology (SUSTech)ChinaExplore,44.0–46.3,22.1,17.8,89.0,37.5,61.9
338,301–350,Stellenbosch UniversitySouth AfricaExplore,44.0–46.3,28.5,34.1,65.8,60.4,54.0
339,301–350,Sun Yat-sen UniversityChinaExplore,44.0–46.3,42.6,33.6,60.8,55.8,34.3
340,301–350,University of TartuEstonia,44.0–46.3,25.1,26.4,81.1,36.8,51.9
341,301–350,Technion Israel Institute of TechnologyIsrael,44.0–46.3,35.7,33.1,59.3,42.6,64.1
342,301–350,The University of Tennessee-KnoxvilleUnited States,44.0–46.3,33.7,23.2,82.2,41.3,44.7
343,301–350,TU Dortmund UniversityGermany,44.0–46.3,36.0,40.2,59.6,44.9,43.7
344,301–350,Tulane UniversityUnited States,44.0–46.3,43.2,23.4,73.1,37.0,41.1
345,301–350,Umeå UniversitySweden,44.0–46.3,24.0,29.4,80.9,36.9,62.5
346,301–350,University College CorkIreland,44.0–46.3,25.8,28.4,68.9,49.9,80.1
347,301–350,Université de Versailles Saint-Quentin-en-YvelinesFrance,44.0–46.3,18.3,22.9,94.2,35.7,62.2
348,301–350,Victoria UniversityAustralia,44.0–46.3,23.4,25.0,78.0,41.8,74.8
349,301–350,University of VictoriaCanada,44.0–46.3,21.9,28.0,71.6,43.0,86.5
350,301–350,Washington State UniversityUnited States,44.0–46.3,31.3,28.4,75.2,51.5,48.3
351,301–350,Wayne State UniversityUnited States,44.0–46.3,33.7,17.7,82.2,43.9,38.1
352,301–350,Wuhan UniversityChinaExplore,44.0–46.3,48.0,34.1,47.1,87.3,40.4
353,351–400,Aberystwyth UniversityUnited Kingdom,41.7–43.9,26.2,24.0,67.8,37.9,75.0
354,351–400,Aston UniversityUnited Kingdom,41.7–43.9,23.0,24.3,65.2,36.0,93.2
355,351–400,Autonomous University of MadridSpain,41.7–43.9,33.9,28.4,64.8,37.8,51.1
356,351–400,Babol Noshirvani University of TechnologyIran,41.7–43.9,13.6,21.3,100.0,47.8,16.0
357,351–400,"University of California, MercedUnited States",41.7–43.9,16.2,20.5,96.4,37.8,40.1
358,351–400,"City, University of LondonUnited Kingdom",41.7–43.9,23.4,26.1,67.5,35.4,94.5
359,351–400,University of Côte d’AzurFrance,41.7–43.9,27.1,16.5,74.5,38.8,82.4
360,351–400,University of CreteGreece,41.7–43.9,18.0,19.1,87.9,39.8,47.6
361,351–400,University of CyprusCyprusExplore,41.7–43.9,20.7,26.4,68.0,49.0,79.8
362,351–400,Deakin UniversityAustralia,41.7–43.9,23.3,28.8,67.9,38.3,81.3
363,351–400,Drexel UniversityUnited States,41.7–43.9,36.2,19.3,67.9,40.6,50.7
364,351–400,University of Eastern FinlandFinland,41.7–43.9,25.8,28.0,75.4,38.2,50.8
365,351–400,Free University of Bozen-BolzanoItaly,41.7–43.9,19.3,12.6,87.2,34.5,74.5
366,351–400,Hanyang UniversitySouth KoreaExplore,41.7–43.9,39.1,40.0,44.1,86.1,59.8
367,351–400,Hofstra UniversityUnited States,41.7–43.9,37.9,12.7,84.7,34.0,29.4
368,351–400,Huazhong University of Science and TechnologyChinaExplore,41.7–43.9,37.9,32.9,57.1,75.2,24.6
369,351–400,IMT AtlantiqueFrance,41.7–43.9,31.9,22.2,59.8,90.4,75.6
370,351–400,Indian Institute of Technology IndoreIndia,41.7–43.9,25.1,20.2,86.5,34.0,18.2
371,351–400,University of InnsbruckAustria,41.7–43.9,26.7,19.9,71.1,43.7,97.4
372,351–400,Iowa State UniversityUnited States,41.7–43.9,28.8,32.2,63.7,49.5,55.5
373,351–400,Jordan University of Science and TechnologyJordan,41.7–43.9,15.2,7.8,98.3,36.9,63.6
374,351–400,Justus Liebig University GiessenGermany,41.7–43.9,34.9,33.0,59.3,40.7,53.3
375,351–400,University of KansasUnited States,41.7–43.9,37.2,24.5,65.6,41.9,33.6
376,351–400,University of KentUnited Kingdom,41.7–43.9,23.7,23.4,69.8,34.4,90.8
377,351–400,Kyung Hee UniversitySouth KoreaExplore,41.7–43.9,33.9,38.3,50.3,86.9,64.7
378,351–400,Linköping UniversitySweden,41.7–43.9,24.1,19.2,79.1,43.8,64.0
379,351–400,University of MacauMacaoExplore,41.7–43.9,26.2,29.8,60.3,45.4,99.3
380,351–400,Maynooth UniversityIreland,41.7–43.9,20.8,27.7,73.1,37.1,78.9
381,351–400,University of Modena and Reggio EmiliaItaly,41.7–43.9,31.3,19.3,78.4,41.3,39.2
382,351–400,Nankai UniversityChinaExplore,41.7–43.9,38.2,20.8,75.1,43.1,32.3
383,351–400,National Research Nuclear University MEPhIRussian Federation,41.7–43.9,39.7,33.9,43.3,100.0,60.6
384,351–400,University of Nebraska-LincolnUnited States,41.7–43.9,32.2,26.2,66.5,39.5,54.7
385,351–400,Norwegian University of Science and TechnologyNorway,41.7–43.9,25.2,28.5,67.8,37.9,60.8
386,351–400,University of PerugiaItaly,41.7–43.9,17.0,20.6,90.8,45.4,44.3
387,351–400,Rensselaer Polytechnic InstituteUnited States,41.7–43.9,27.9,30.1,67.1,68.3,49.9
388,351–400,Rush UniversityUnited States,41.7–43.9,34.6,10.6,90.4,39.5,20.0
389,351–400,Sabancı UniversityTurkeyExplore,41.7–43.9,27.3,35.6,56.3,95.5,48.4
390,351–400,University of SalernoItaly,41.7–43.9,17.5,17.4,93.9,37.7,33.1
391,351–400,University of SienaItaly,41.7–43.9,36.9,20.3,69.7,36.6,42.5
392,351–400,University of StirlingUnited KingdomExplore,41.7–43.9,21.4,25.0,75.9,35.6,78.7
393,351–400,University of TasmaniaAustralia,41.7–43.9,24.6,31.3,60.2,50.6,86.2
394,351–400,Temple UniversityUnited States,41.7–43.9,34.0,16.3,83.2,37.1,37.5
395,351–400,University of TurkuFinland,41.7–43.9,25.3,29.3,73.8,36.5,52.0
396,351–400,United Arab Emirates UniversityUnited Arab EmiratesExplore,41.7–43.9,23.2,18.9,69.5,47.4,94.3
397,351–400,University of VermontUnited States,41.7–43.9,27.9,19.9,81.4,47.1,28.7
398,351–400,Western Sydney UniversityAustralia,41.7–43.9,17.6,27.0,76.4,39.7,79.8
399,351–400,York UniversityCanadaExplore,41.7–43.9,31.0,41.3,47.9,42.5,75.3
400,401–500,The University of AlabamaUnited States,37.1–41.6,26.1,21.1,79.2,34.8,29.0
401,401–500,University of Alabama in HuntsvilleUnited States,37.1–41.6,20.7,21.3,67.1,68.2,44.8
402,401–500,American University of BeirutLebanon,37.1–41.6,27.9,14.6,66.2,39.3,88.3
403,401–500,Australian Catholic UniversityAustralia,37.1–41.6,18.3,26.9,62.0,39.4,71.7
404,401–500,Bangor UniversityUnited Kingdom,37.1–41.6,24.9,21.6,67.7,35.6,81.6
405,401–500,University of Bari Aldo MoroItaly,37.1–41.6,17.3,17.0,82.1,37.4,32.0
406,401–500,Bar-Ilan UniversityIsrael,37.1–41.6,28.1,34.3,52.3,52.9,53.3
407,401–500,University of BordeauxFranceExplore,37.1–41.6,31.1,21.6,66.8,36.5,56.9
408,401–500,Brunel University LondonUnited Kingdom,37.1–41.6,26.2,26.6,57.3,38.2,94.8
409,401–500,University of CalabriaItaly,37.1–41.6,16.4,22.0,72.9,89.3,37.7
410,401–500,University of CampinasBrazil,37.1–41.6,46.8,37.5,33.4,44.6,28.6
411,401–500,Catholic University of the Sacred HeartItaly,37.1–41.6,19.1,20.4,69.3,43.6,44.8
412,401–500,Centrale NantesFrance,37.1–41.6,32.3,28.5,44.3,80.6,82.8
413,401–500,CentraleSupélecFrance,37.1–41.6,30.8,18.7,53.9,65.6,83.8
414,401–500,Charles University in PragueCzech Republic,37.1–41.6,31.6,24.8,55.9,34.4,57.4
415,401–500,Claude Bernard University Lyon 1France,37.1–41.6,23.5,21.9,63.5,38.6,55.7
416,401–500,"Colorado State University, Fort CollinsUnited States",37.1–41.6,29.0,25.7,68.1,39.1,38.4
417,401–500,Complutense University of MadridSpain,37.1–41.6,42.4,28.4,42.7,35.6,44.3
418,401–500,University of DesarrolloChileExplore,37.1–41.6,12.5,8.2,94.3,35.5,45.6
419,401–500,Diego Portales UniversityChile,37.1–41.6,13.2,10.3,90.1,34.0,51.2
420,401–500,Dublin City UniversityIreland,37.1–41.6,23.5,28.5,52.0,48.8,78.7
421,401–500,University of FerraraItaly,37.1–41.6,18.7,20.0,74.8,38.4,43.7
422,401–500,University of FlorenceItaly,37.1–41.6,36.3,13.4,68.2,39.9,41.4
423,401–500,Florida International UniversityUnited StatesExplore,37.1–41.6,28.9,21.8,61.8,37.0,38.3
424,401–500,Fujita Health UniversityJapanExplore,37.1–41.6,23.0,8.7,88.1,37.3,18.3
425,401–500,University of GenoaItaly,37.1–41.6,30.4,20.5,66.0,42.1,43.2
426,401–500,University of GeorgiaUnited States,37.1–41.6,33.6,32.1,59.0,36.6,43.9
427,401–500,Georgia State UniversityUnited States,37.1–41.6,32.0,25.0,62.3,34.4,38.1
428,401–500,Graz University of TechnologyAustria,37.1–41.6,30.4,17.3,57.3,70.8,77.3
429,401–500,University of GreifswaldGermany,37.1–41.6,31.4,20.9,61.1,37.6,47.0
430,401–500,Gwangju Institute of Science and Technology (GIST)South Korea,37.1–41.6,41.9,39.4,38.3,69.4,34.2
431,401–500,Hamburg University of TechnologyGermany,37.1–41.6,35.7,24.1,47.8,78.2,50.8
432,401–500,Harbin Institute of TechnologyChina,37.1–41.6,41.5,34.0,39.5,98.4,35.0
433,401–500,Hasselt UniversityBelgium,37.1–41.6,30.4,28.6,55.3,54.1,67.6
434,401–500,Hokkaido UniversityJapan,37.1–41.6,45.0,39.7,34.9,59.0,35.3
435,401–500,Hong Kong Baptist UniversityHong KongExplore,37.1–41.6,23.3,14.3,64.2,36.6,98.0
436,401–500,Indian Institute of Technology BombayIndia,37.1–41.6,44.3,33.0,47.0,71.9,19.6
437,401–500,Indian Institute of Technology RoorkeeIndia,37.1–41.6,34.9,29.6,53.4,82.9,16.2
438,401–500,JSS Academy of Higher Education and ResearchIndia,37.1–41.6,37.1,7.7,80.8,35.1,25.7
439,401–500,University of JyväskyläFinland,37.1–41.6,27.7,29.3,59.7,36.0,51.5
440,401–500,University of KaiserslauternGermany,37.1–41.6,35.8,23.6,49.2,69.6,49.9
441,401–500,University of KentuckyUnited States,37.1–41.6,27.4,28.9,55.2,39.1,36.6
442,401–500,Koç UniversityTurkey,37.1–41.6,25.6,32.8,55.1,79.4,53.8
443,401–500,University of KwaZulu-NatalSouth AfricaExplore,37.1–41.6,24.6,28.7,60.9,38.3,55.9
444,401–500,Kyushu UniversityJapan,37.1–41.6,46.2,39.8,34.0,77.3,37.0
445,401–500,Leibniz University HannoverGermany,37.1–41.6,36.4,27.0,46.5,48.0,45.7
446,401–500,University of LilleFrance,37.1–41.6,19.8,22.8,64.1,38.6,58.5
447,401–500,Loughborough UniversityUnited Kingdom,37.1–41.6,31.6,31.3,51.4,38.5,79.6
448,401–500,University of ManitobaCanada,37.1–41.6,26.6,31.0,63.8,41.6,53.0
449,401–500,Marche Polytechnic UniversityItaly,37.1–41.6,21.2,18.8,73.6,40.5,30.5
450,401–500,Middlesex UniversityUnited Kingdom,37.1–41.6,19.2,16.9,77.3,34.2,88.7
451,401–500,University of Milan-BicoccaItaly,37.1–41.6,23.3,19.8,79.0,38.1,43.5
452,401–500,University of MontanaUnited States,37.1–41.6,37.9,20.4,68.0,34.6,26.6
453,401–500,Murdoch UniversityAustraliaExplore,37.1–41.6,19.3,24.8,62.0,42.1,90.8
454,401–500,National Taiwan University of Science and Technology (Taiwan Tech)TaiwanExplore,37.1–41.6,30.5,42.7,37.6,66.2,39.3
455,401–500,National Tsing Hua UniversityTaiwan,37.1–41.6,31.2,35.6,55.8,50.6,33.2
456,401–500,University of Nebraska Medical CenterUnited States,37.1–41.6,37.5,11.6,60.6,37.8,43.8
457,401–500,New Mexico Institute of Mining and TechnologyUnited States,37.1–41.6,23.6,10.0,85.1,57.7,60.6
458,401–500,Northern Arizona UniversityUnited States,37.1–41.6,18.6,13.3,87.0,34.2,30.0
459,401–500,Northumbria UniversityUnited Kingdom,37.1–41.6,17.2,17.1,78.7,34.6,70.5
460,401–500,University of OklahomaUnited States,37.1–41.6,34.8,18.4,68.5,38.8,38.7
461,401–500,Örebro UniversitySweden,37.1–41.6,18.5,21.0,86.3,35.3,38.3
462,401–500,University of PaviaItaly,37.1–41.6,21.9,23.6,73.0,53.8,46.1
463,401–500,University of PlymouthUnited Kingdom,37.1–41.6,18.7,19.5,69.7,34.5,69.4
464,401–500,Polytechnic University of BariItaly,37.1–41.6,15.7,17.9,91.8,36.5,29.4
465,401–500,Polytechnic University of TurinItaly,37.1–41.6,23.7,21.2,66.9,50.5,47.3
466,401–500,University of PortoPortugal,37.1–41.6,27.5,27.2,55.7,38.8,50.5
467,401–500,University of PortsmouthUnited Kingdom,37.1–41.6,16.7,15.3,69.3,34.3,86.1
468,401–500,Qatar UniversityQatar,37.1–41.6,18.4,24.1,62.5,53.1,99.8
469,401–500,RMIT UniversityAustralia,37.1–41.6,23.5,23.5,58.5,40.9,89.6
470,401–500,University of Rome II – Tor VergataItaly,37.1–41.6,22.6,16.6,74.6,36.3,45.3
471,401–500,University of Rome IIIItaly,37.1–41.6,27.7,23.5,70.3,37.6,39.9
472,401–500,Rovira i Virgili UniversitySpain,37.1–41.6,24.2,20.2,76.2,36.0,49.1
473,401–500,Royal Veterinary CollegeUnited Kingdom,37.1–41.6,24.5,17.3,69.0,40.1,84.7
474,401–500,University of St GallenSwitzerland,37.1–41.6,32.0,19.5,57.6,43.0,96.3
475,401–500,University of SaskatchewanCanada,37.1–41.6,35.7,26.0,43.6,75.0,70.7
476,401–500,Sciences PoFrance,37.1–41.6,34.4,25.3,57.1,36.7,72.7
477,401–500,Semmelweis UniversityHungaryExplore,37.1–41.6,24.2,12.0,66.4,36.0,77.9
478,401–500,University of SiegenGermany,37.1–41.6,21.1,24.5,63.9,40.3,53.8
479,401–500,SOAS University of LondonUnited KingdomExplore,37.1–41.6,44.4,36.9,27.8,34.1,78.9
480,401–500,University of South Carolina-ColumbiaUnited States,37.1–41.6,32.9,26.5,65.4,35.1,42.8
481,401–500,University of StrasbourgFrance,37.1–41.6,28.1,21.2,64.1,37.8,70.6
482,401–500,University of StrathclydeUnited Kingdom,37.1–41.6,25.1,30.3,49.7,45.2,85.2
483,401–500,SUNY University at AlbanyUnited States,37.1–41.6,21.7,35.2,65.5,37.5,48.6
484,401–500,Swinburne University of TechnologyAustralia,37.1–41.6,24.0,26.7,59.3,38.7,77.2
485,401–500,Tampere University of TechnologyFinland,37.1–41.6,25.9,21.0,58.2,71.2,55.5
486,401–500,Teikyo UniversityJapan,37.1–41.6,13.7,10.2,93.1,35.9,18.2
487,401–500,Tokyo Medical and Dental University (TMDU)Japan,37.1–41.6,41.2,21.1,55.5,61.7,26.0
488,401–500,Tokyo Metropolitan UniversityJapanExplore,37.1–41.6,21.7,16.3,76.3,37.3,25.3
489,401–500,Tongji UniversityChinaExplore,37.1–41.6,37.5,41.7,31.0,98.4,50.5
490,401–500,University of TriesteItaly,37.1–41.6,29.6,20.1,71.3,36.1,48.5
491,401–500,University of TsukubaJapan,37.1–41.6,42.8,34.5,34.0,45.3,42.4
492,401–500,The University of TulsaUnited States,37.1–41.6,33.4,14.8,60.1,51.3,44.8
493,401–500,University of TurinItaly,37.1–41.6,19.9,24.3,73.4,44.7,43.6
494,401–500,UiT The Arctic University of NorwayNorway,37.1–41.6,20.1,15.4,78.5,37.9,62.9
495,401–500,University of Urbino Carlo BoItaly,37.1–41.6,16.1,12.7,88.0,36.3,48.3
496,401–500,University of ValenciaSpain,37.1–41.6,28.0,19.6,68.0,36.3,44.9
497,401–500,Verona UniversityItaly,37.1–41.6,32.0,18.9,72.3,41.6,41.3
498,401–500,Victoria University of WellingtonNew ZealandExplore,37.1–41.6,23.1,30.7,50.1,55.1,88.6
499,401–500,University of WaikatoNew Zealand,37.1–41.6,19.8,23.8,65.5,42.2,84.4
500,401–500,University of the West of ScotlandUnited Kingdom,37.1–41.6,13.2,12.2,79.1,37.0,69.9
501,401–500,University of Wisconsin-MilwaukeeUnited States,37.1–41.6,19.6,20.9,72.5,35.3,31.8
502,501–600,Amirkabir University of TechnologyIran,33.5–37.0,34.5,28.9,39.6,75.1,18.8
503,501–600,University of AveiroPortugalExplore,33.5–37.0,29.2,25.8,43.4,40.3,51.0
504,501–600,University of the Balearic IslandsSpain,33.5–37.0,19.7,12.9,71.6,34.7,45.5
505,501–600,Beihang UniversityChina,33.5–37.0,33.2,33.8,30.7,99.2,26.6
506,501–600,University of BergamoItaly,33.5–37.0,20.6,20.0,61.6,43.6,34.8
507,501–600,Bilkent UniversityTurkey,33.5–37.0,22.2,21.7,59.4,39.5,61.0
508,501–600,Boğaziçi UniversityTurkey,33.5–37.0,21.8,22.5,56.1,60.3,46.0
509,501–600,Bond UniversityAustralia,33.5–37.0,19.4,20.0,57.1,34.6,88.2
510,501–600,Université Bourgogne Franche-Comté (UBFC)France,33.5–37.0,22.3,14.1,61.5,38.9,50.4
511,501–600,Bournemouth UniversityUnited Kingdom,33.5–37.0,28.9,17.6,51.8,35.0,79.5
512,501–600,University of BresciaItaly,33.5–37.0,14.6,15.8,74.0,38.4,41.8
513,501–600,Carleton UniversityCanada,33.5–37.0,20.1,28.9,49.6,36.8,68.1
514,501–600,University of CataniaItaly,33.5–37.0,27.3,15.8,67.8,35.4,29.1
515,501–600,Central Queensland UniversityAustraliaExplore,33.5–37.0,20.1,11.6,63.7,36.7,60.6
516,501–600,Charles Darwin UniversityAustralia,33.5–37.0,19.5,26.4,49.6,44.4,80.8
517,501–600,Chemnitz University of TechnologyGermany,33.5–37.0,34.5,25.2,34.1,61.1,52.2
518,501–600,"China Medical University, TaiwanTaiwan",33.5–37.0,24.4,36.0,47.5,84.9,32.0
519,501–600,Chung-Ang UniversitySouth Korea,33.5–37.0,38.8,36.3,25.4,65.3,49.3
520,501–600,University of CoimbraPortugal,33.5–37.0,22.7,26.3,46.3,40.1,56.3
521,501–600,Creighton UniversityUnited States,33.5–37.0,40.5,11.4,58.0,36.2,31.7
522,501–600,East China Normal UniversityChinaExplore,33.5–37.0,25.8,21.0,48.4,49.8,55.3
523,501–600,Edith Cowan UniversityAustraliaExplore,33.5–37.0,17.4,20.8,58.9,37.7,81.7
524,501–600,University of GrazAustria,33.5–37.0,20.2,18.4,51.2,35.1,76.8
525,501–600,University of GuelphCanada,33.5–37.0,25.1,28.7,48.8,49.8,55.2
526,501–600,Hacettepe UniversityTurkey,33.5–37.0,32.6,11.4,58.8,35.8,24.4
527,501–600,University of HullUnited Kingdom,33.5–37.0,23.1,21.5,55.6,36.1,74.3
528,501–600,Hunan UniversityChina,33.5–37.0,22.2,21.2,61.2,52.0,20.4
529,501–600,University of IdahoUnited States,33.5–37.0,31.8,20.3,50.7,36.0,44.2
530,501–600,Indian Institute of Technology DelhiIndia,33.5–37.0,43.3,19.8,48.5,52.6,17.4
531,501–600,Indian Institute of Technology KanpurIndia,33.5–37.0,37.8,24.6,38.0,98.2,19.0
532,501–600,Indian Institute of Technology KharagpurIndia,33.5–37.0,36.6,30.7,43.2,59.9,21.8
533,501–600,ITMO UniversityRussian Federation,33.5–37.0,30.7,20.5,48.0,68.5,54.6
534,501–600,Johannes Kepler University of LinzAustria,33.5–37.0,34.7,17.7,48.5,54.8,62.6
535,501–600,University of KashanIran,33.5–37.0,16.1,16.9,74.3,35.1,18.3
536,501–600,Keele UniversityUnited Kingdom,33.5–37.0,20.0,22.4,58.9,35.3,73.6
537,501–600,Kent State UniversityUnited States,33.5–37.0,21.3,17.5,63.7,34.1,40.8
538,501–600,King Saud UniversitySaudi Arabia,33.5–37.0,23.7,28.2,39.4,93.3,80.9
539,501–600,King Saud bin Abdulaziz University for Health SciencesSaudi Arabia,33.5–37.0,31.0,7.4,62.1,35.2,65.9
540,501–600,University of La LagunaSpain,33.5–37.0,24.3,11.5,62.3,35.1,46.7
541,501–600,Lappeenranta-Lahti University of Technology LUTFinlandExplore,33.5–37.0,26.4,29.9,35.9,52.6,60.4
542,501–600,Lehigh UniversityUnited States,33.5–37.0,28.1,19.9,58.4,38.4,42.2
543,501–600,University of LimerickIrelandExplore,33.5–37.0,19.2,21.9,52.1,38.3,83.3
544,501–600,Lincoln UniversityNew Zealand,33.5–37.0,23.0,19.6,43.5,52.4,93.1
545,501–600,University of LisbonPortugal,33.5–37.0,23.1,25.6,52.4,38.8,52.3
546,501–600,Liverpool John Moores UniversityUnited Kingdom,33.5–37.0,15.2,16.1,66.7,34.7,69.9
547,501–600,Louisiana State UniversityUnited States,33.5–37.0,33.0,22.4,54.6,34.0,34.5
548,501–600,Makerere UniversityUganda,33.5–37.0,15.8,12.2,69.2,40.0,59.4
549,501–600,"University of Maryland, Baltimore CountyUnited States",33.5–37.0,23.4,18.1,62.3,35.6,33.8
550,501–600,Massey UniversityNew Zealand,33.5–37.0,20.1,17.2,50.2,40.2,92.8
551,501–600,Memorial University of NewfoundlandCanadaExplore,33.5–37.0,18.5,18.5,62.8,49.4,71.4
552,501–600,Missouri University of Science and TechnologyUnited States,33.5–37.0,23.7,23.8,54.7,53.8,61.0
553,501–600,Montana State UniversityUnited States,33.5–37.0,17.7,18.5,71.1,48.5,28.3
554,501–600,Nanjing University of Information Science and TechnologyChina,33.5–37.0,15.2,13.7,73.1,38.0,28.6
555,501–600,National and Kapodistrian University of AthensGreece,33.5–37.0,22.4,14.0,62.3,51.4,51.0
556,501–600,National Cheng Kung University (NCKU)TaiwanExplore,33.5–37.0,30.9,38.7,26.0,99.7,33.6
557,501–600,National Chiao Tung UniversityTaiwan,33.5–37.0,36.4,40.9,27.5,86.3,33.8
558,501–600,National Yang-Ming UniversityTaiwan,33.5–37.0,41.5,19.4,46.5,38.6,21.1
559,501–600,University of NeuchâtelSwitzerland,33.5–37.0,25.0,20.4,45.3,35.6,91.3
560,501–600,New Jersey Institute of TechnologyUnited States,33.5–37.0,18.0,15.4,64.2,35.9,58.1
561,501–600,Norwegian University of Life SciencesNorway,33.5–37.0,25.5,10.4,63.8,38.8,80.1
562,501–600,NOVA University of LisbonPortugal,33.5–37.0,26.4,24.5,45.6,46.8,59.9
563,501–600,Novosibirsk State UniversityRussian Federation,33.5–37.0,41.0,29.4,34.5,36.7,43.5
564,501–600,Oklahoma State UniversityUnited States,33.5–37.0,26.0,19.6,60.9,37.0,42.9
565,501–600,The Open UniversityUnited Kingdom,33.5–37.0,18.5,16.4,68.5,34.4,54.4
566,501–600,Oxford Brookes UniversityUnited Kingdom,33.5–37.0,30.4,26.1,44.6,34.4,77.4
567,501–600,University of PalermoItaly,33.5–37.0,17.9,16.6,71.3,35.1,26.3
568,501–600,Panthéon-Sorbonne University – Paris 1France,33.5–37.0,48.1,38.0,9.6,34.4,54.0
569,501–600,University of ParmaItaly,33.5–37.0,17.2,17.6,68.1,40.7,37.7
570,501–600,Universidad Peruana Cayetano HerediaPeru,33.5–37.0,15.4,11.5,76.3,34.7,45.9
571,501–600,University of the PhilippinesPhilippines,33.5–37.0,21.7,16.4,69.1,35.8,39.5
572,501–600,Universitat Politècnica de CatalunyaSpain,33.5–37.0,29.7,17.3,53.7,40.9,56.2
573,501–600,Pontifical Javeriana UniversityColombia,33.5–37.0,14.4,8.6,84.0,34.1,44.6
574,501–600,Renmin University of ChinaChina,33.5–37.0,42.5,20.3,44.4,44.9,44.9
575,501–600,Saint Louis UniversityUnited States,33.5–37.0,36.6,14.9,60.5,36.3,28.5
576,501–600,Saint Petersburg State UniversityRussian Federation,33.5–37.0,48.3,28.6,23.5,35.5,38.9
577,501–600,University of SalentoItaly,33.5–37.0,28.0,18.6,61.6,37.8,26.4
578,501–600,San Diego State UniversityUnited States,33.5–37.0,23.4,23.4,58.0,34.8,32.1
579,501–600,Savitribai Phule Pune UniversityIndia,33.5–37.0,38.8,15.4,50.7,35.6,17.6
580,501–600,Sejong UniversitySouth Korea,33.5–37.0,24.6,19.7,60.0,38.1,38.4
581,501–600,Shandong UniversityChina,33.5–37.0,35.9,31.0,32.4,68.6,26.3
582,501–600,"Soochow University, ChinaChinaExplore",33.5–37.0,23.0,19.5,67.5,66.4,27.9
583,501–600,South China University of TechnologyChina,33.5–37.0,22.5,27.8,57.5,84.6,28.5
584,501–600,Southeast UniversityChina,33.5–37.0,29.5,31.4,42.2,95.2,25.9
