,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
585,501–600,Suez Canal UniversityEgypt,35.3–38.7,19.9,8.7,82.6,37.9,46.0
586,501–600,SUNY Binghamton UniversityUnited States,35.3–38.7,22.8,21.9,62.0,36.8,42.7
587,501–600,Tehran University of Medical SciencesIran,35.3–38.7,44.5,16.0,48.0,59.3,22.8
588,501–600,Tianjin UniversityChinaExplore,35.3–38.7,32.7,35.7,38.8,97.9,26.5
589,501–600,Tomsk State UniversityRussian Federation,35.3–38.7,41.0,33.7,23.4,53.0,71.6
590,501–600,Universiti Tunku Abdul Rahman (UTAR)Malaysia,35.3–38.7,14.8,12.2,81.4,38.0,30.3
591,501–600,University of UdineItaly,35.3–38.7,26.2,16.1,68.7,38.0,41.5
592,501–600,Victoria University of WellingtonNew ZealandExplore,35.3–38.7,23.0,31.8,45.5,57.2,88.7
593,501–600,University of WaikatoNew Zealand,35.3–38.7,20.8,26.3,48.8,43.4,86.2
594,501–600,The University of the West IndiesJamaicaExplore,35.3–38.7,17.8,11.1,73.4,38.9,57.2
595,501–600,University of the West of ScotlandUnited Kingdom,35.3–38.7,13.9,13.9,76.8,35.0,74.6
596,501–600,University of Wisconsin-MilwaukeeUnited States,35.3–38.7,21.7,22.7,66.9,36.2,33.2
597,501–600,University of WuppertalGermany,35.3–38.7,25.0,17.9,60.2,44.5,51.2
598,501–600,Xiamen UniversityChina,35.3–38.7,27.3,22.9,57.1,53.3,31.5
599,501–600,Xi’an Jiaotong UniversityChina,35.3–38.7,35.1,30.7,41.3,61.4,39.1
600,501–600,Yokohama City UniversityJapan,35.3–38.7,25.9,8.5,86.2,40.3,20.3
601,601–800,Åbo Akademi UniversityFinland,28.3–35.2,22.6,29.2,33.1,38.5,66.9
602,601–800,The University of AizuJapan,28.3–35.2,20.8,12.5,41.7,36.0,68.3
603,601–800,University of AlcaláSpain,28.3–35.2,18.5,15.7,43.2,42.5,59.0
604,601–800,Amedeo Avogadro University of Eastern PiedmontItaly,28.3–35.2,14.7,18.9,66.2,35.1,41.8
605,601–800,Amrita Vishwa VidyapeethamIndia,28.3–35.2,26.1,17.0,47.7,82.5,46.2
606,601–800,"University of the Andes, ColombiaColombia",28.3–35.2,21.1,15.9,45.0,37.4,55.7
607,601–800,Aristotle University of ThessalonikiGreece,28.3–35.2,19.2,16.8,64.3,41.3,41.2
608,601–800,University of ArkansasUnited States,28.3–35.2,26.9,23.0,37.0,39.4,30.9
609,601–800,Auburn UniversityUnited States,28.3–35.2,32.7,21.1,43.3,40.2,43.8
610,601–800,University of AveiroPortugalExplore,28.3–35.2,24.7,25.5,40.7,41.4,52.5
611,601–800,University of the Balearic IslandsSpain,28.3–35.2,20.3,13.6,59.1,34.7,46.7
612,601–800,Banaras Hindu UniversityIndia,28.3–35.2,30.8,16.4,46.7,34.6,17.7
613,601–800,University of the Basque CountrySpain,28.3–35.2,22.0,17.1,47.3,37.1,41.5
614,601–800,Baylor UniversityUnited States,28.3–35.2,32.1,18.2,53.9,35.3,33.2
615,601–800,Beijing Institute of TechnologyChina,28.3–35.2,30.6,32.1,32.7,98.1,24.3
616,601–800,University of Beira InteriorPortugal,28.3–35.2,17.9,16.5,48.7,34.7,52.7
617,601–800,Beni-Suef UniversityEgypt,28.3–35.2,14.7,7.4,60.8,34.4,45.9
618,601–800,University of BergamoItaly,28.3–35.2,19.5,21.0,59.3,40.9,36.6
619,601–800,Boğaziçi UniversityTurkey,28.3–35.2,23.2,21.2,49.4,50.8,41.8
620,601–800,University of BrightonUnited Kingdom,28.3–35.2,17.1,14.2,43.4,35.1,75.6
621,601–800,Ca’ Foscari University of VeniceItaly,28.3–35.2,25.1,25.7,36.5,37.1,53.9
622,601–800,Cairo UniversityEgypt,28.3–35.2,21.8,13.7,51.5,35.4,35.3
623,601–800,University of CalabriaItaly,28.3–35.2,17.6,17.5,59.8,87.9,38.3
624,601–800,University of Central FloridaUnited States,28.3–35.2,26.5,28.7,49.7,42.6,32.9
625,601–800,Central Queensland UniversityAustraliaExplore,28.3–35.2,16.9,12.9,50.2,36.4,60.4
626,601–800,Chemnitz University of TechnologyGermany,28.3–35.2,33.0,26.5,26.8,67.8,53.6
627,601–800,China Agricultural UniversityChina,28.3–35.2,34.9,26.2,40.7,52.2,22.0
628,601–800,"China University of Petroleum, BeijingChina",28.3–35.2,24.0,26.1,39.2,88.0,21.7
629,601–800,Clemson UniversityUnited States,28.3–35.2,25.0,21.2,43.0,40.1,39.2
630,601–800,University of Clermont AuvergneFrance,28.3–35.2,19.2,10.0,57.0,38.0,61.8
631,601–800,University of CoimbraPortugal,28.3–35.2,23.7,28.1,47.4,41.0,58.7
632,601–800,COMSATS University IslamabadPakistan,28.3–35.2,16.9,9.9,65.5,34.5,45.7
633,601–800,Concordia UniversityCanada,28.3–35.2,20.9,25.9,46.0,36.9,82.5
634,601–800,University of Costa RicaCosta Rica,28.3–35.2,16.2,7.9,77.1,34.4,48.2
635,601–800,Coventry UniversityUnited KingdomExplore,28.3–35.2,17.4,12.7,44.1,34.7,89.3
636,601–800,Creighton UniversityUnited States,28.3–35.2,42.0,11.6,41.5,35.7,29.8
637,601–800,Dalian University of TechnologyChina,28.3–35.2,24.6,23.7,40.2,77.1,28.5
638,601–800,University of DelhiIndia,28.3–35.2,37.6,17.8,42.8,34.5,17.3
639,601–800,De Montfort UniversityUnited Kingdom,28.3–35.2,16.9,13.8,50.4,34.6,75.6
640,601–800,Dublin City UniversityIreland,28.3–35.2,21.0,25.2,49.7,42.8,71.8
641,601–800,East China University of Science and TechnologyChina,28.3–35.2,22.0,19.1,44.0,56.1,17.9
642,601–800,École Centrale de LyonFrance,28.3–35.2,31.1,20.2,23.6,59.7,67.2
643,601–800,École normale supérieure Paris-SaclayFrance,28.3–35.2,36.5,29.6,27.7,51.1,55.3
644,601–800,University of Electronic Science and Technology of ChinaChinaExplore,28.3–35.2,23.5,22.2,55.1,71.8,28.8
645,601–800,Eötvös Loránd UniversityHungaryExplore,28.3–35.2,21.4,17.7,48.2,35.1,52.6
646,601–800,Ewha Womans UniversitySouth Korea,28.3–35.2,29.9,30.8,31.4,69.9,46.7
647,601–800,Federal University of Minas GeraisBrazil,28.3–35.2,30.2,17.9,52.0,38.8,29.6
648,601–800,Universidade Federal do Rio Grande do SulBrazil,28.3–35.2,29.6,18.3,49.3,46.5,26.3
649,601–800,Universidade Federal de Santa CatarinaBrazil,28.3–35.2,28.4,13.1,52.6,38.7,29.4
650,601–800,Universidade Federal de São Paulo (UNIFESP)Brazil,28.3–35.2,32.6,17.8,43.3,35.7,28.6
651,601–800,Ferhat Abbas Sétif University 1Algeria,28.3–35.2,17.7,7.7,73.0,34.4,41.8
652,601–800,University of GironaSpain,28.3–35.2,18.9,18.2,57.6,37.4,53.9
653,601–800,Glasgow Caledonian UniversityUnited Kingdom,28.3–35.2,15.7,12.2,56.2,35.2,61.1
654,601–800,University of GranadaSpain,28.3–35.2,19.4,20.9,52.0,35.6,48.1
655,601–800,University of GreenwichUnited Kingdom,28.3–35.2,17.1,15.2,39.5,35.4,89.4
656,601–800,University of HertfordshireUnited Kingdom,28.3–35.2,17.5,13.0,42.7,35.3,80.1
657,601–800,Hiroshima UniversityJapan,28.3–35.2,28.9,22.4,31.5,49.9,33.7
658,601–800,Huazhong Agricultural UniversityChina,28.3–35.2,21.8,15.1,49.7,43.1,22.5
659,601–800,University of HuddersfieldUnited Kingdom,28.3–35.2,22.8,20.0,44.8,36.6,72.0
660,601–800,Reichman UniversityIsrael,28.3–35.2,14.1,10.1,62.6,34.4,63.2
661,601–800,Imam Khomeini International UniversityIran,28.3–35.2,12.3,8.5,78.0,34.7,20.7
662,601–800,"Indian Institute of Science Education and Research, PuneIndia",28.3–35.2,31.7,19.5,54.1,35.1,21.5
663,601–800,Indian Institute of Technology BhubaneswarIndia,28.3–35.2,27.0,11.3,52.9,35.8,17.1
664,601–800,Indian Institute of Technology GuwahatiIndia,28.3–35.2,33.7,22.0,37.2,41.0,15.3
665,601–800,Indian Institute of Technology HyderabadIndia,28.3–35.2,25.3,18.0,52.4,39.4,17.7
666,601–800,Indian Institute of Technology KanpurIndia,28.3–35.2,37.8,24.5,35.2,94.3,18.8
667,601–800,Indian Institute of Technology MadrasIndia,28.3–35.2,44.9,30.6,25.4,80.0,19.3
668,601–800,University of IndonesiaIndonesiaExplore,28.3–35.2,38.7,19.2,16.7,81.6,53.7
669,601–800,University of International Business and EconomicsChinaExplore,28.3–35.2,25.3,16.1,35.2,35.7,61.5
670,601–800,University of IoanninaGreece,28.3–35.2,16.5,14.7,60.2,37.3,43.4
671,601–800,Iran University of Medical SciencesIran,28.3–35.2,37.7,10.0,52.6,43.4,20.7
672,601–800,Iran University of Science and TechnologyIran,28.3–35.2,27.8,33.0,42.6,96.3,16.8
673,601–800,ISCTE-University Institute of LisbonPortugal,28.3–35.2,23.0,26.4,29.3,39.8,49.3
674,601–800,Isfahan University of TechnologyIran,28.3–35.2,25.4,23.4,41.7,85.5,22.6
675,601–800,Istanbul Technical UniversityTurkey,28.3–35.2,25.2,28.0,30.2,100.0,26.8
676,601–800,Jagiellonian UniversityPoland,28.3–35.2,25.5,17.0,61.4,35.3,37.7
677,601–800,Jamia Millia IslamiaIndia,28.3–35.2,29.4,8.7,47.6,35.2,24.9
678,601–800,Jaume I UniversitySpain,28.3–35.2,22.5,16.3,49.6,37.5,43.5
679,601–800,Jawaharlal Nehru UniversityIndia,28.3–35.2,43.9,17.3,26.6,43.0,19.3
680,601–800,Jiangsu Normal UniversityChina,28.3–35.2,15.1,11.0,60.7,39.7,23.2
681,601–800,The Jikei University School of MedicineJapan,28.3–35.2,28.4,8.6,51.4,38.3,15.9
682,601–800,University of JohannesburgSouth AfricaExplore,28.3–35.2,19.7,25.8,42.5,40.4,69.2
683,601–800,Johannes Kepler University of LinzAustria,28.3–35.2,28.1,19.7,46.8,54.1,64.4
684,601–800,Kafrelsheikh UniversityEgypt,28.3–35.2,13.0,7.9,67.4,38.0,47.1
685,601–800,University of KaiserslauternGermany,28.3–35.2,33.6,24.1,41.3,64.5,52.3
686,601–800,Kansas State UniversityUnited States,28.3–35.2,25.0,20.4,45.8,41.9,47.2
687,601–800,Kazan Federal UniversityRussian Federation,28.3–35.2,28.7,16.9,47.8,40.0,42.6
688,601–800,Universiti Kebangsaan MalaysiaMalaysia,28.3–35.2,34.2,19.6,32.3,37.1,52.9
689,601–800,Keio UniversityJapan,28.3–35.2,32.1,25.7,36.8,42.7,31.5
690,601–800,Kent State UniversityUnited States,28.3–35.2,23.6,19.0,55.6,34.8,42.6
691,601–800,Kindai UniversityJapan,28.3–35.2,20.1,11.4,58.4,38.8,23.0
692,601–800,King Khalid UniversitySaudi Arabia,28.3–35.2,21.6,7.1,53.6,34.5,82.7
693,601–800,Kobe UniversityJapan,28.3–35.2,32.4,22.8,31.1,44.3,28.7
694,601–800,Konkuk UniversitySouth Korea,28.3–35.2,33.0,37.9,27.5,44.3,47.7
695,601–800,Kurume UniversityJapan,28.3–35.2,21.5,10.1,54.5,36.5,21.0
696,601–800,Lakehead UniversityCanadaExplore,28.3–35.2,17.6,19.5,46.9,37.3,49.4
697,601–800,University of La LagunaSpain,28.3–35.2,19.3,11.5,67.8,35.2,46.9
698,601–800,Lehigh UniversityUnited States,28.3–35.2,27.4,20.8,51.0,40.3,45.1
699,601–800,University of LeobenAustria,28.3–35.2,28.1,11.2,35.6,56.2,70.2
700,601–800,University of LilleFrance,28.3–35.2,20.3,17.3,53.0,39.0,60.7
701,601–800,University of LincolnUnited Kingdom,28.3–35.2,16.5,14.1,64.3,35.3,71.2
702,601–800,University of LjubljanaSlovenia,28.3–35.2,21.1,18.7,44.8,39.7,42.3
703,601–800,University of LleidaSpain,28.3–35.2,23.6,15.2,48.8,37.8,41.6
704,601–800,University of LorraineFrance,28.3–35.2,21.8,13.5,61.3,37.3,61.6
705,601–800,"Lumière University, Lyon 2France",28.3–35.2,28.8,18.1,29.0,34.7,62.4
706,601–800,Mae Fah Luang UniversityThailand,28.3–35.2,14.4,9.0,74.4,34.5,50.6
707,601–800,Mahidol UniversityThailandExplore,28.3–35.2,31.6,21.0,45.2,73.4,46.1
708,601–800,Makerere UniversityUganda,28.3–35.2,16.7,12.7,69.6,40.9,58.7
709,601–800,Universiti Malaysia PerlisMalaysia,28.3–35.2,16.5,12.0,62.4,35.7,28.0
710,601–800,University of MaltaMalta,28.3–35.2,16.9,13.7,48.1,34.7,57.9
711,601–800,Manchester Metropolitan UniversityUnited Kingdom,28.3–35.2,20.1,14.2,55.4,34.8,65.3
712,601–800,"University of Maryland, Baltimore CountyUnited States",28.3–35.2,22.9,17.4,57.8,35.7,34.3
713,601–800,Masaryk UniversityCzech Republic,28.3–35.2,22.6,25.4,36.3,35.6,61.5
714,601–800,Metropolitan Autonomous UniversityMexico,28.3–35.2,16.6,16.3,68.6,36.4,25.1
715,601–800,Middle East Technical UniversityTurkey,28.3–35.2,28.7,23.2,30.7,62.1,30.4
716,601–800,Miguel Hernández University of ElcheSpain,28.3–35.2,30.3,12.7,45.4,38.0,34.2
717,601–800,University of MinhoPortugal,28.3–35.2,22.5,19.4,34.6,62.6,50.3
718,601–800,Montana State UniversityUnited States,28.3–35.2,18.6,19.4,67.0,48.4,28.4
719,601–800,Monterrey Institute of TechnologyMexicoExplore,28.3–35.2,20.5,18.2,41.8,74.7,57.3
720,601–800,Nanjing University of Information Science and TechnologyChina,28.3–35.2,16.7,14.9,69.9,38.9,29.5
721,601–800,Nanjing Medical UniversityChina,28.3–35.2,38.2,25.9,36.0,35.8,20.8
722,601–800,Nanjing Normal UniversityChina,28.3–35.2,20.2,12.1,54.4,47.5,22.9
723,601–800,Nantes UniversitéFrance,28.3–35.2,19.8,21.0,57.4,39.5,50.4
724,601–800,National Autonomous University of MexicoMexico,28.3–35.2,31.9,30.4,18.9,61.7,44.2
725,601–800,National Cheng Kung University (NCKU)TaiwanExplore,28.3–35.2,32.8,41.1,22.9,99.8,36.3
726,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon)France,28.3–35.2,29.8,25.5,33.7,91.3,71.7
727,601–800,National University of Science and Technology (MISiS)Russian Federation,28.3–35.2,24.3,23.7,29.1,84.2,68.9
728,601–800,National Taiwan Normal UniversityTaiwanExplore,28.3–35.2,32.0,37.3,22.8,78.4,51.4
729,601–800,National Technical University of AthensGreece,28.3–35.2,23.0,12.8,45.0,71.5,38.6
730,601–800,"University of Nevada, Las VegasUnited States",28.3–35.2,28.7,22.6,41.3,35.1,32.2
731,601–800,New Mexico State University (Main campus)United States,28.3–35.2,21.5,14.7,53.9,38.8,37.7
732,601–800,Nippon Medical SchoolJapan,28.3–35.2,25.7,8.8,55.1,34.8,16.9
733,601–800,University of North Carolina at GreensboroUnited States,28.3–35.2,20.9,19.3,50.0,35.4,21.3
734,601–800,Northwestern Polytechnical UniversityChinaExplore,28.3–35.2,26.2,33.6,40.2,83.3,24.7
735,601–800,Nottingham Trent UniversityUnited Kingdom,28.3–35.2,17.7,12.9,59.5,34.9,69.0
736,601–800,NOVA University of LisbonPortugal,28.3–35.2,24.9,25.7,46.6,46.7,60.2
737,601–800,Ohio University (Main campus)United States,28.3–35.2,28.5,17.4,43.5,35.4,30.6
738,601–800,Old Dominion UniversityUnited States,28.3–35.2,22.7,19.2,51.9,34.4,30.4
739,601–800,University of OviedoSpain,28.3–35.2,16.8,15.2,54.8,38.5,34.4
740,601–800,Oxford Brookes UniversityUnited Kingdom,28.3–35.2,28.5,24.0,37.4,34.6,78.4
741,601–800,Palacký University OlomoucCzech Republic,28.3–35.2,20.9,18.3,46.9,35.4,57.3
742,601–800,University of PalermoItaly,28.3–35.2,21.1,17.9,63.0,35.0,27.3
743,601–800,Panjab UniversityIndia,28.3–35.2,27.0,14.4,56.6,34.9,16.5
744,601–800,Panthéon-Sorbonne University – Paris 1France,28.3–35.2,45.4,32.9,11.2,34.8,57.3
745,601–800,University of ParmaItaly,28.3–35.2,18.1,18.9,65.7,39.4,38.1
746,601–800,Universitat Politècnica de CatalunyaSpain,28.3–35.2,23.7,17.2,56.9,41.2,59.1
747,601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,28.3–35.2,27.4,25.6,27.9,99.5,41.5
748,601–800,Portland State UniversityUnited States,28.3–35.2,21.1,18.4,44.6,35.7,30.4
749,601–800,University of PretoriaSouth AfricaExplore,28.3–35.2,25.1,30.1,33.0,41.8,52.0
750,601–800,Pusan National UniversitySouth KoreaExplore,28.3–35.2,27.0,30.0,24.9,63.4,35.7
751,601–800,Universiti Putra MalaysiaMalaysia,28.3–35.2,32.0,31.4,19.1,41.3,69.5
752,601–800,Université du QuébecCanada,28.3–35.2,24.9,23.6,39.1,42.1,67.2
753,601–800,University of ReginaCanada,28.3–35.2,16.8,15.6,45.1,35.8,63.0
754,601–800,University of Rennes 1France,28.3–35.2,21.0,15.5,50.9,36.9,55.9
755,601–800,Roskilde UniversityDenmark,28.3–35.2,21.4,32.7,37.8,38.2,52.1
756,601–800,Toronto Metropolitan UniversityCanadaExplore,28.3–35.2,19.4,26.0,38.6,36.2,52.4
757,601–800,Universiti Sains MalaysiaMalaysia,28.3–35.2,35.6,22.7,26.7,45.7,52.8
758,601–800,Saint Petersburg State UniversityRussian Federation,28.3–35.2,46.1,31.0,19.7,36.4,39.3
759,601–800,University of SalamancaSpain,28.3–35.2,26.4,17.5,37.9,37.0,51.4
760,601–800,University of SalentoItaly,28.3–35.2,27.5,21.0,56.3,36.8,26.9
761,601–800,University of Santiago de CompostelaSpain,28.3–35.2,21.8,16.6,46.9,40.3,44.7
762,601–800,University of SassariItaly,28.3–35.2,22.2,17.2,47.8,36.4,36.6
763,601–800,Savitribai Phule Pune UniversityIndia,28.3–35.2,38.9,18.5,46.6,36.1,17.5
764,601–800,Shahid Beheshti University of Medical SciencesIran,28.3–35.2,42.9,14.6,37.3,64.0,17.2
765,601–800,Shandong UniversityChina,28.3–35.2,32.3,29.1,35.4,72.3,30.6
766,601–800,University of SharjahUnited Arab Emirates,28.3–35.2,19.5,11.8,38.8,38.3,99.1
767,601–800,Université de SherbrookeCanada,28.3–35.2,29.6,14.5,51.0,38.1,58.5
768,601–800,Shiraz University of TechnologyIran,28.3–35.2,23.7,20.3,46.6,47.9,16.7
769,601–800,Sichuan UniversityChinaExplore,28.3–35.2,30.6,24.8,38.3,63.8,25.3
770,601–800,Sidi Mohamed Ben Abdellah UniversityMorocco,28.3–35.2,25.2,7.6,53.2,34.4,23.6
771,601–800,University of South DakotaUnited States,28.3–35.2,31.2,15.6,46.8,39.0,25.3
772,601–800,Southern Cross UniversityAustralia,28.3–35.2,18.5,21.5,49.7,39.8,66.6
773,601–800,University of Southern QueenslandAustralia,28.3–35.2,19.3,19.8,54.9,37.4,72.6
774,601–800,University of SplitCroatia,28.3–35.2,15.7,12.3,56.8,40.1,41.3
775,601–800,Stevens Institute of TechnologyUnited States,28.3–35.2,22.5,15.8,58.4,35.6,68.7
776,601–800,University of the Sunshine CoastAustraliaExplore,28.3–35.2,17.3,23.5,46.0,40.3,68.6
777,601–800,University of TabrizIran,28.3–35.2,27.9,19.9,42.2,42.9,19.5
778,601–800,Tabriz University of Medical SciencesIran,28.3–35.2,45.0,12.0,36.7,34.5,15.9
779,601–800,University of Technology of CompiègneFrance,28.3–35.2,23.2,10.1,37.2,42.6,82.4
780,601–800,University of TehranIran,28.3–35.2,36.7,23.5,38.7,34.4,23.3
781,601–800,Universiti Teknologi MalaysiaMalaysia,28.3–35.2,36.4,25.2,29.2,35.6,56.4
782,601–800,Universiti Teknologi PetronasMalaysia,28.3–35.2,27.1,30.1,26.8,78.2,66.0
783,601–800,University of Texas at ArlingtonUnited States,28.3–35.2,21.0,18.3,50.0,39.7,46.0
784,601–800,Texas Tech UniversityUnited States,28.3–35.2,30.8,20.9,46.5,36.2,48.4
785,601–800,Thapar Institute of Engineering and TechnologyIndiaExplore,28.3–35.2,19.1,9.7,66.5,36.0,20.9
786,601–800,University of ThessalyGreece,28.3–35.2,15.7,20.2,48.7,42.8,39.1
787,601–800,Tokyo Metropolitan UniversityJapanExplore,28.3–35.2,24.9,17.2,54.6,38.4,26.2
788,601–800,University of ToledoUnited States,28.3–35.2,33.7,13.9,48.7,42.8,46.2
789,601–800,Tomsk Polytechnic UniversityRussian Federation,28.3–35.2,26.3,20.6,35.7,60.7,54.4
790,601–800,University of ToursFrance,28.3–35.2,30.2,12.5,48.5,35.7,48.8
791,601–800,TU BraunschweigGermany,28.3–35.2,25.2,16.0,48.9,42.6,53.7
792,601–800,University of UlsanSouth Korea,28.3–35.2,20.6,23.4,61.8,58.2,21.7
793,601–800,Ulster UniversityUnited Kingdom,28.3–35.2,21.0,18.0,40.9,35.6,75.7
794,601–800,University of WarsawPoland,28.3–35.2,25.8,21.5,41.4,35.1,45.6
795,601–800,Waseda UniversityJapan,28.3–35.2,31.3,22.8,28.2,38.1,38.0
796,601–800,University of the West of EnglandUnited Kingdom,28.3–35.2,17.1,15.2,48.4,34.9,64.3
797,601–800,University of the Western CapeSouth Africa,28.3–35.2,18.3,20.0,60.3,34.4,62.1
798,601–800,Western Washington UniversityUnited States,28.3–35.2,16.2,10.6,62.2,34.5,22.9
799,601–800,University of WestminsterUnited Kingdom,28.3–35.2,18.2,16.2,36.7,34.8,86.7
800,601–800,West Virginia UniversityUnited States,28.3–35.2,27.8,17.1,59.3,34.4,40.8
801,601–800,University of WindsorCanada,28.3–35.2,33.7,26.6,33.5,36.8,79.9
802,601–800,Worcester Polytechnic InstituteUnited States,28.3–35.2,20.1,17.7,59.1,36.5,56.2
803,801–1000,Acharya Nagarjuna UniversityIndia,22.2–28.2,39.9,9.2,15.7,41.8,23.5
804,801–1000,University of A CoruñaSpain,22.2–28.2,20.3,13.7,32.5,36.3,31.6
805,801–1000,"Adam Mickiewicz University, PoznańPoland",22.2–28.2,18.1,13.4,32.7,35.4,32.7
806,801–1000,University of the AegeanGreece,22.2–28.2,18.1,17.8,44.3,37.0,37.5
807,801–1000,"University of Agriculture, FaisalabadPakistan",22.2–28.2,17.5,16.5,28.6,41.9,36.6
808,801–1000,Aichi Medical UniversityJapan,22.2–28.2,26.0,10.8,32.4,34.4,17.4
809,801–1000,Ain Shams UniversityEgypt,22.2–28.2,21.0,10.1,31.5,35.6,36.0
810,801–1000,Ajou UniversitySouth Korea,22.2–28.2,23.9,23.4,29.8,60.9,30.1
811,801–1000,Al-Balqa Applied UniversityJordan,22.2–28.2,11.9,8.9,52.8,40.5,46.4
812,801–1000,University of AlgarvePortugal,22.2–28.2,17.3,13.5,40.2,35.3,63.1
813,801–1000,University of AlicanteSpain,22.2–28.2,20.0,14.8,28.7,37.1,41.0
814,801–1000,Aligarh Muslim UniversityIndia,22.2–28.2,29.0,10.4,41.1,34.5,23.6
815,801–1000,American University in CairoEgypt,22.2–28.2,27.0,25.1,20.2,35.5,64.1
816,801–1000,American University of SharjahUnited Arab Emirates,22.2–28.2,19.2,14.8,23.0,37.5,94.8
817,801–1000,"Asia University, TaiwanTaiwan",22.2–28.2,17.3,33.7,23.0,100.0,34.1
818,801–1000,Athens University of Economics and BusinessGreece,22.2–28.2,17.8,21.2,39.3,37.8,45.4
819,801–1000,Atılım UniversityTurkeyExplore,22.2–28.2,14.7,8.8,39.2,37.0,35.3
820,801–1000,Babeş-Bolyai UniversityRomania,22.2–28.2,16.7,14.1,36.8,34.9,50.6
821,801–1000,University of BaghdadIraq,22.2–28.2,19.5,7.9,43.5,35.2,31.1
822,801–1000,Bauman Moscow State Technical UniversityRussian Federation,22.2–28.2,34.0,17.4,16.8,61.8,26.3
823,801–1000,University of BedfordshireUnited Kingdom,22.2–28.2,16.9,13.6,29.3,34.9,77.1
824,801–1000,Beijing Jiaotong UniversityChina,22.2–28.2,23.4,23.5,20.3,65.2,28.0
825,801–1000,University of BéjaïaAlgeria,22.2–28.2,16.4,7.4,53.3,34.4,43.1
826,801–1000,Benha UniversityEgypt,22.2–28.2,14.8,7.5,54.6,35.6,42.5
827,801–1000,Birmingham City UniversityUnited Kingdom,22.2–28.2,16.0,10.3,37.4,34.6,62.8
828,801–1000,University of BradfordUnited Kingdom,22.2–28.2,19.3,16.4,33.0,36.9,81.2
829,801–1000,University of BrasíliaBrazil,22.2–28.2,25.8,14.4,36.8,34.5,30.9
830,801–1000,Bucharest University of Economic StudiesRomania,22.2–28.2,15.4,10.0,53.1,34.8,19.4
831,801–1000,University of CadizSpain,22.2–28.2,27.0,14.8,28.7,35.9,36.4
832,801–1000,Capital Medical UniversityChina,22.2–28.2,30.2,20.2,24.7,35.0,23.5
833,801–1000,Cardiff Metropolitan UniversityUnited Kingdom,22.2–28.2,16.5,10.8,41.0,34.7,61.0
834,801–1000,Carlos III University of MadridSpainExplore,22.2–28.2,24.4,16.3,34.9,38.2,60.2
835,801–1000,University of Castilla-La ManchaSpain,22.2–28.2,16.6,12.5,32.7,36.0,37.0
836,801–1000,University of Central LancashireUnited Kingdom,22.2–28.2,15.7,12.7,39.7,34.8,64.6
837,801–1000,Chang Gung UniversityTaiwan,22.2–28.2,23.3,26.3,29.8,84.9,24.5
838,801–1000,Chiba UniversityJapan,22.2–28.2,28.7,19.1,32.8,51.4,25.9
839,801–1000,University of ChileChile,22.2–28.2,23.2,17.1,33.9,34.5,51.2
840,801–1000,"China University of Geosciences, BeijingChina",22.2–28.2,24.7,14.2,39.7,43.0,25.3
841,801–1000,"China University of Geosciences, WuhanChina",22.2–28.2,20.5,17.2,43.1,45.6,25.5
842,801–1000,China University of Mining and TechnologyChina,22.2–28.2,19.9,13.6,47.4,52.8,18.4
843,801–1000,China Pharmaceutical UniversityChina,22.2–28.2,22.9,13.1,35.5,57.2,17.4
844,801–1000,Chongqing UniversityChinaExplore,22.2–28.2,23.2,21.3,35.2,60.3,21.4
845,801–1000,Chonnam National UniversitySouth KoreaExplore,22.2–28.2,21.3,20.2,29.6,38.9,27.5
846,801–1000,Chulalongkorn UniversityThailandExplore,22.2–28.2,31.5,21.7,22.2,64.8,37.8
847,801–1000,University of CórdobaSpain,22.2–28.2,21.2,16.6,36.4,37.1,41.9
848,801–1000,Czech Technical University in PragueCzech Republic,22.2–28.2,20.8,17.4,23.4,44.6,53.7
849,801–1000,University of DebrecenHungaryExplore,22.2–28.2,19.9,10.6,28.0,37.7,55.7
850,801–1000,University of DerbyUnited Kingdom,22.2–28.2,16.2,10.3,32.0,35.1,58.8
851,801–1000,University of DeustoSpain,22.2–28.2,21.5,17.6,39.6,38.1,45.7
852,801–1000,Eastern Mediterranean UniversityNorthern CyprusExplore,22.2–28.2,17.0,11.7,30.6,34.4,86.6
853,801–1000,University of East LondonUnited Kingdom,22.2–28.2,20.4,14.5,32.8,34.4,78.6
854,801–1000,Edinburgh Napier UniversityUnited Kingdom,22.2–28.2,16.7,13.9,40.4,35.6,80.0
855,801–1000,Embry-Riddle Aeronautical UniversityUnited States,22.2–28.2,16.9,9.2,44.5,34.6,30.2
856,801–1000,Universidade Estadual Paulista (Unesp)Brazil,22.2–28.2,34.4,23.0,16.8,36.9,25.1
857,801–1000,University of ÉvoraPortugal,22.2–28.2,19.6,14.6,31.3,35.6,53.7
858,801–1000,Federal University of PelotasBrazil,22.2–28.2,17.9,11.0,48.6,34.4,20.0
859,801–1000,Federal University of Rio de JaneiroBrazil,22.2–28.2,34.4,22.0,26.1,35.5,28.7
860,801–1000,Federico Santa María Technical UniversityChileExplore,22.2–28.2,13.6,9.8,40.2,44.9,54.5
861,801–1000,Ferdowsi University of MashhadIran,22.2–28.2,25.9,18.5,23.1,41.8,21.2
