,Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
25,=26,Northwestern UniversityUnited States,82.1,71.7,80.7,97.5,85.0,67.0
26,=26,University of WashingtonUnited States,82.1,71.6,82.8,98.9,53.9,63.0
27,28,Carnegie Mellon UniversityUnited States,81.1,65.4,81.8,98.7,55.2,80.1
28,29,University of EdinburghUnited Kingdom,79.8,66.9,74.5,97.1,40.9,95.6
29,30,Technical University of MunichGermanyExplore,79.3,69.8,82.2,84.5,100.0,77.7
30,31,University of Hong KongHong Kong,78.5,65.6,74.1,92.4,60.6,98.7
31,32,"University of California, San DiegoUnited States",78.1,60.2,77.2,98.2,93.0,67.8
32,33,LMU MunichGermanyExplore,77.7,67.3,78.3,87.4,100.0,70.5
33,34,University of MelbourneAustralia,77.6,67.1,75.9,85.8,78.1,93.6
34,35,King’s College LondonUnited Kingdom,77.1,58.0,72.9,98.2,45.6,96.1
35,36,"Nanyang Technological University, SingaporeSingapore",77.0,60.9,77.9,87.2,84.5,94.5
36,37,London School of Economics and Political ScienceUnited Kingdom,76.5,59.2,74.3,95.1,37.8,92.8
37,38,Georgia Institute of TechnologyUnited States,76.0,60.2,75.9,91.4,64.9,81.2
38,39,The University of TokyoJapan,75.9,88.1,91.4,55.5,86.7,43.3
39,40,University of British ColumbiaCanada,75.7,62.9,73.1,88.8,47.9,94.8
40,41,École Polytechnique Fédérale de LausanneSwitzerland,75.4,65.6,70.7,84.5,71.7,98.0
41,42,KU LeuvenBelgiumExplore,74.6,59.7,74.9,86.7,99.2,76.8
42,43,Heidelberg UniversityGermany,74.1,67.2,61.5,96.0,55.7,71.2
43,44,Monash UniversityAustralia,73.6,56.9,68.7,90.4,78.4,91.0
44,45,Chinese University of Hong KongHong KongExplore,73.2,59.1,61.1,95.7,60.9,92.5
45,46,McGill UniversityCanada,73.0,62.0,72.4,82.5,43.5,91.0
46,47,Paris Sciences et Lettres – PSL Research University ParisFrance,72.9,68.2,73.5,75.5,78.8,76.3
47,48,University of Illinois at Urbana-ChampaignUnited States,72.7,67.1,78.9,78.1,50.1,56.2
48,49,Karolinska InstituteSweden,72.4,51.1,68.8,94.0,66.4,87.3
49,50,University of Texas at AustinUnited States,72.3,66.2,73.1,87.5,51.3,40.1
50,51,Fudan UniversityChina,72.0,71.8,75.8,74.5,77.3,45.2
51,52,Shanghai Jiao Tong UniversityChinaExplore,71.2,75.3,82.9,59.9,100.0,43.7
52,53,The University of QueenslandAustraliaExplore,71.1,55.9,66.5,84.3,82.0,93.2
53,=54,University of ManchesterUnited KingdomExplore,70.9,54.5,63.7,91.3,45.3,92.7
54,=54,University of SydneyAustralia,70.9,53.1,65.8,88.5,73.2,90.6
55,56,Seoul National UniversitySouth Korea,70.8,75.2,76.2,67.6,96.6,35.9
56,57,Washington University in St LouisUnited States,70.6,60.3,56.8,98.2,47.5,64.0
57,58,The Hong Kong University of Science and TechnologyHong KongExplore,70.5,51.4,63.4,87.7,95.0,97.7
58,59,Wageningen University & ResearchNetherlands,70.3,50.4,60.2,93.2,100.0,88.8
59,60,University of AmsterdamNetherlandsExplore,69.6,48.0,64.1,93.3,44.4,91.9
60,61,Brown UniversityUnited States,69.3,64.5,58.0,89.5,39.0,63.3
61,62,Australian National UniversityAustralia,69.0,51.3,69.2,81.8,45.6,96.0
62,63,"University of California, DavisUnited States",68.5,59.7,66.3,80.9,52.4,68.7
63,64,"University of California, Santa BarbaraUnited States",68.4,44.6,61.5,96.2,80.1,76.0
64,65,University of Southern CaliforniaUnited States,68.3,58.9,58.6,90.4,43.8,63.7
65,66,Utrecht UniversityNetherlandsExplore,68.2,44.3,66.0,91.2,72.7,78.8
66,67,Zhejiang UniversityChinaExplore,68.1,67.3,74.8,62.8,100.0,55.1
67,68,Kyoto UniversityJapan,68.0,77.5,79.1,52.3,88.6,40.5
68,69,University of North Carolina at Chapel HillUnited States,67.8,58.9,59.7,93.3,46.0,41.7
69,70,Delft University of TechnologyNetherlands,67.7,58.8,76.4,59.1,93.4,94.2
70,=71,Boston UniversityUnited States,67.5,55.9,56.1,92.9,41.1,65.9
71,=71,UNSW SydneyAustraliaExplore,67.5,51.1,59.0,85.9,63.5,95.1
72,73,Charité - Universitätsmedizin BerlinGermany,67.2,48.5,52.2,98.8,87.1,69.3
73,74,University of Science and Technology of ChinaChinaExplore,67.1,65.0,64.9,78.8,69.4,36.9
74,75,University of GroningenNetherlandsExplore,66.6,45.4,57.6,90.4,75.8,89.8
75,76,University of BristolUnited Kingdom,66.5,43.8,53.4,98.6,43.5,89.4
76,77,Leiden UniversityNetherlandsExplore,66.4,43.2,64.4,86.6,68.4,85.4
77,78,Yonsei University (Seoul campus)South KoreaExplore,66.3,67.0,68.9,63.9,94.8,52.8
78,79,Hong Kong Polytechnic UniversityHong KongExplore,65.8,46.6,57.0,86.7,56.0,97.6
79,80,Erasmus University RotterdamNetherlandsExplore,65.7,38.6,57.1,95.6,64.4,89.7
80,81,University of Wisconsin-MadisonUnited States,65.5,59.7,62.9,78.7,48.4,51.8
81,=82,Emory UniversityUnited States,65.3,54.8,46.0,98.0,48.6,59.8
82,=82,University of GlasgowUnited KingdomExplore,65.3,43.3,50.8,96.5,41.9,93.8
83,=82,University of ZurichSwitzerland,65.3,51.5,50.7,87.5,57.6,93.0
84,85,McMaster UniversityCanadaExplore,65.1,42.7,51.1,94.6,89.9,84.7
85,=86,Humboldt University of BerlinGermany,64.9,55.2,64.3,75.6,42.8,70.5
86,=86,University of TübingenGermany,64.9,51.1,58.2,84.5,79.9,64.1
87,88,University of AdelaideAustralia,64.7,42.7,51.8,92.2,65.3,93.6
88,89,University of BonnGermany,64.6,51.6,56.1,86.0,55.0,68.7
89,90,Sorbonne UniversityFrance,64.5,58.7,58.3,76.6,40.0,72.3
90,=91,Free University of BerlinGermany,64.2,54.2,62.4,74.8,41.7,76.4
91,=91,Korea Advanced Institute of Science and Technology (KAIST)South Korea,64.2,64.5,66.0,65.7,100.0,38.2
92,93,Université Paris-SaclayFrance,63.9,56.7,55.2,79.1,54.6,69.7
93,94,University of BernSwitzerland,63.7,46.0,46.5,90.7,86.3,88.2
94,=95,"University of California, IrvineUnited States",63.6,43.5,51.6,93.6,59.4,73.2
95,=95,Institut Polytechnique de ParisFranceExplore,63.6,58.5,58.8,64.8,72.7,95.6
96,=95,Nanjing UniversityChina,63.6,58.4,58.2,74.3,87.3,55.2
97,98,Vanderbilt UniversityUnited States,63.5,49.5,47.5,96.5,66.7,50.6
98,=99,City University of Hong KongHong KongExplore,63.4,47.2,53.0,79.9,76.6,99.6
99,=99,RWTH Aachen UniversityGermany,63.4,56.8,64.5,66.1,93.8,65.1
100,=101,University of BaselSwitzerland,63.0,47.0,44.1,86.5,99.2,96.8
101,=101,King Abdulaziz UniversitySaudi ArabiaExplore,63.0,51.7,36.7,91.9,74.2,93.6
102,=101,University of MinnesotaUnited States,63.0,55.1,56.9,81.2,77.8,41.7
103,=104,"University of Maryland, College ParkUnited States",62.9,48.1,57.7,89.7,40.0,42.6
104,=104,University of WarwickUnited Kingdom,62.9,44.8,49.6,88.1,42.7,94.9
105,106,Michigan State UniversityUnited States,62.8,56.2,55.6,78.8,39.9,61.9
106,107,Ghent UniversityBelgium,62.7,48.6,60.1,77.8,80.0,63.9
107,=108,University of BirminghamUnited Kingdom,62.6,40.5,46.2,95.2,42.3,92.2
108,=108,University of SouthamptonUnited Kingdom,62.6,41.4,47.5,92.3,44.1,94.6
109,110,University of HelsinkiFinland,62.5,45.9,58.5,86.6,39.1,57.0
110,111,University of MontrealCanadaExplore,62.3,50.9,53.2,75.8,76.5,85.5
111,112,Ohio State University (Main campus)United States,62.2,53.0,51.2,83.4,55.3,60.3
112,113,University of FreiburgGermany,61.9,47.8,52.8,80.8,96.2,67.3
113,=114,University of CopenhagenDenmark,61.7,45.1,47.5,87.2,55.0,84.7
114,=114,Université Paris CitéFrance,61.7,51.5,44.8,89.3,37.3,68.3
115,=114,University of SheffieldUnited Kingdom,61.7,43.6,46.4,89.5,47.4,88.5
116,117,Aarhus UniversityDenmark,61.2,40.6,60.0,77.6,74.1,77.9
117,118,University of AlbertaCanada,61.1,48.8,52.7,72.9,82.7,89.2
118,=119,University of GöttingenGermany,61.0,46.3,53.8,83.9,40.1,63.0
119,=119,Lund UniversitySweden,61.0,40.5,55.5,81.0,79.5,78.5
120,121,Vrije Universiteit AmsterdamNetherlands,60.9,38.4,52.2,87.5,59.1,79.4
121,122,Lancaster UniversityUnited Kingdom,60.8,38.7,40.0,96.9,38.3,94.9
122,123,Dartmouth CollegeUnited States,60.7,59.8,40.4,88.2,40.0,42.0
123,=124,Queen Mary University of LondonUnited Kingdom,60.4,34.3,41.3,97.7,44.0,97.1
124,=124,University of ViennaAustria,60.4,49.4,59.3,65.1,44.8,95.8
125,126,University of OsloNorway,60.2,40.1,48.5,89.0,44.5,77.0
126,127,Purdue University West LafayetteUnited States,60.1,55.9,64.2,56.9,67.8,71.1
127,=128,University of HamburgGermany,59.8,46.5,54.4,75.4,96.1,60.4
128,=128,University of LeedsUnited Kingdom,59.8,46.0,47.8,79.3,40.5,91.8
129,130,University of NottinghamUnited Kingdom,59.6,41.8,44.1,86.6,41.7,90.4
130,=131,University of AntwerpBelgium,59.4,36.4,46.2,90.4,83.5,71.8
131,=131,The University of Western AustraliaAustralia,59.4,34.9,48.1,85.6,69.2,94.4
132,133,University of Technology SydneyAustraliaExplore,59.3,36.9,42.1,90.5,49.7,96.0
133,134,Case Western Reserve UniversityUnited States,59.0,48.4,40.6,90.7,43.4,52.9
134,135,University of LausanneSwitzerland,58.7,35.8,47.6,83.0,72.3,92.3
135,136,Georgetown UniversityUnited States,58.6,55.5,35.0,88.0,54.0,49.1
136,=137,University of ExeterUnited Kingdom,58.5,32.4,41.3,94.8,39.2,92.7
137,=137,University of OttawaCanadaExplore,58.5,41.7,45.4,82.6,51.0,84.1
138,=139,University of AucklandNew ZealandExplore,58.4,36.8,44.3,85.4,56.4,94.3
139,=139,Newcastle UniversityUnited KingdomExplore,58.4,33.3,40.0,96.0,41.8,87.8
140,=139,Radboud University NijmegenNetherlandsExplore,58.4,34.9,51.6,85.5,48.0,74.7
141,=139,University of WürzburgGermany,58.4,40.7,45.2,87.8,79.4,57.3
142,=139,University of YorkUnited Kingdom,58.4,39.3,44.0,85.9,38.4,88.7
143,144,University of Pittsburgh-Pittsburgh campusUnited States,58.3,46.2,42.9,90.6,44.2,43.4
144,145,Maastricht UniversityNetherlands,58.2,38.4,49.6,75.5,73.2,98.1
145,146,University of CologneGermany,58.0,44.5,46.5,80.0,77.3,64.4
146,147,Rice UniversityUnited States,57.9,46.5,39.7,84.4,44.5,75.3
147,=148,University of Colorado BoulderUnited States,57.8,45.6,46.3,85.5,44.6,45.6
148,=148,Ulm UniversityGermany,57.8,41.6,41.2,89.3,77.6,56.1
149,=148,Uppsala UniversitySweden,57.8,37.6,55.7,75.2,71.5,72.6
150,=151,University of FloridaUnited States,57.7,55.0,58.7,64.2,51.4,41.4
151,=151,Penn State (Main campus)United States,57.7,47.8,53.8,75.2,41.6,48.3
152,=151,Tufts UniversityUnited States,57.7,47.1,36.7,92.2,43.4,51.4
153,154,University of RochesterUnited States,57.6,42.0,40.5,87.0,49.3,73.8
154,155,KTH Royal Institute of TechnologySweden,57.5,43.5,53.8,68.4,68.1,81.1
155,=156,Arizona State University (Tempe)United StatesExplore,57.4,44.8,47.9,79.6,40.2,62.5
156,=156,Technical University of BerlinGermany,57.4,48.8,55.7,62.0,92.6,67.8
157,=156,TU DresdenGermany,57.4,48.8,50.7,69.1,92.4,60.5
158,=156,University of Virginia (Main campus)United States,57.4,48.1,39.8,86.6,45.8,52.5
159,160,University of Cape TownSouth AfricaExplore,57.2,33.9,43.8,88.7,53.3,78.8
160,=161,University of BolognaItalyExplore,57.0,52.1,40.8,80.2,46.4,51.6
161,=161,Trinity College DublinIrelandExplore,57.0,36.0,47.3,79.4,47.1,93.7
162,=163,University of LeicesterUnited Kingdom,56.9,31.4,32.9,98.7,41.9,92.5
163,=163,Lomonosov Moscow State UniversityRussian Federation,56.9,81.0,72.9,9.3,99.1,72.4
164,=163,Pohang University of Science and Technology (POSTECH)South KoreaExplore,56.9,54.7,51.4,67.7,96.2,31.8
165,=166,Southern University of Science and Technology (SUSTech)ChinaExplore,56.8,29.8,42.9,95.5,77.9,59.0
166,=166,Technical University of DenmarkDenmark,56.8,40.4,44.9,73.2,86.0,94.0
167,=168,Medical University of GrazAustria,56.6,29.4,34.4,96.8,98.1,79.0
168,=168,"Northeastern University, USUnited States",56.6,39.9,30.2,96.2,40.1,76.3
169,=170,Indiana UniversityUnited States,56.5,45.5,39.4,85.5,53.6,54.3
170,=170,Université Catholique de LouvainBelgium,56.5,39.9,50.4,72.8,57.7,82.3
171,=170,Sungkyunkwan University (SKKU)South KoreaExplore,56.5,52.8,54.0,59.4,98.3,56.4
172,173,Wuhan UniversityChinaExplore,56.4,43.5,40.5,89.2,69.4,35.3
173,174,Ulsan National Institute of Science and Technology (UNIST)South KoreaExplore,56.3,41.3,42.0,85.9,89.9,43.7
174,175,Macquarie UniversityAustraliaExplore,56.2,38.7,44.6,76.1,64.9,89.8
175,=176,Huazhong University of Science and TechnologyChinaExplore,56.1,42.2,42.6,88.8,83.2,25.5
176,=176,University of LiverpoolUnited Kingdom,56.1,33.2,37.7,89.4,39.6,94.1
177,=176,Stockholm UniversitySweden,56.1,29.7,50.4,87.1,38.3,66.3
178,179,University of MannheimGermany,56.0,40.0,48.2,79.0,61.0,57.4
179,180,University of ArizonaUnited States,55.9,45.8,47.0,78.7,52.1,41.3
180,181,Texas A&M UniversityUnited States,55.8,50.2,54.8,63.2,45.1,56.0
181,182,University of BarcelonaSpainExplore,55.7,33.1,43.4,89.9,50.2,59.9
182,=183,Autonomous University of BarcelonaSpainExplore,55.6,35.1,38.8,91.1,43.0,67.1
183,=183,Scuola Normale Superiore di PisaItaly,55.6,56.7,36.5,74.8,38.2,56.4
184,185,University of MünsterGermany,55.5,43.4,43.9,81.4,48.9,49.2
185,186,Pompeu Fabra UniversitySpain,55.4,32.6,39.4,91.5,46.2,68.9
186,=187,Cardiff UniversityUnited KingdomExplore,55.2,31.1,38.9,88.5,41.5,88.3
187,=187,National Taiwan University (NTU)TaiwanExplore,55.2,50.2,55.5,60.1,75.1,47.2
188,=189,Friedrich Schiller University JenaGermany,55.0,42.4,39.9,81.3,49.7,62.8
189,=189,Karlsruhe Institute of TechnologyGermany,55.0,46.7,54.2,57.8,89.7,68.6
190,191,University of MassachusettsUnited States,54.9,41.2,33.5,87.8,51.7,65.0
191,=192,University of AberdeenUnited Kingdom,54.8,30.7,34.1,89.8,47.5,95.9
192,=192,"University of California, Santa CruzUnited States",54.8,32.6,33.3,95.9,46.2,67.9
193,=194,Medical University of ViennaAustria,54.6,35.0,27.6,94.0,61.2,81.7
194,=194,University of MiamiUnited States,54.6,48.4,33.5,81.0,48.3,60.2
195,=196,University of Erlangen-NurembergGermany,54.5,44.6,47.5,68.8,90.7,53.5
196,=196,Sichuan UniversityChinaExplore,54.5,57.1,58.6,48.6,93.4,38.7
197,=198,Durham UniversityUnited Kingdom,54.4,40.0,44.6,70.0,39.4,94.3
198,=198,Queen’s University BelfastUnited KingdomExplore,54.4,31.1,37.9,84.4,41.6,97.4
199,=198,University of ReadingUnited Kingdom,54.4,36.5,39.6,78.5,42.2,93.3
200,201–250,Aalto UniversityFinland,51.2–54.3,38.3,40.4,67.5,53.2,81.9
201,201–250,University of BergenNorway,51.2–54.3,30.2,32.7,85.7,41.7,76.4
202,201–250,Bielefeld UniversityGermany,51.2–54.3,33.1,42.4,84.2,42.9,48.5
203,201–250,University of CalgaryCanada,51.2–54.3,36.8,40.2,75.9,61.6,79.9
204,201–250,Curtin UniversityAustraliaExplore,51.2–54.3,26.5,33.5,83.0,48.5,95.2
205,201–250,University of DundeeUnited KingdomExplore,51.2–54.3,25.8,30.5,90.3,49.5,85.4
206,201–250,University of East AngliaUnited KingdomExplore,51.2–54.3,27.0,29.7,95.0,37.7,86.4
207,201–250,Eindhoven University of TechnologyNetherlands,51.2–54.3,45.5,49.8,55.5,99.2,86.4
208,201–250,University of GenevaSwitzerland,51.2–54.3,34.7,35.4,81.8,48.2,98.6
209,201–250,George Washington UniversityUnited States,51.2–54.3,47.0,32.8,83.2,38.7,56.9
210,201–250,University of GothenburgSweden,51.2–54.3,29.3,43.6,87.9,47.1,65.1
211,201–250,University of HohenheimGermany,51.2–54.3,33.6,32.2,95.2,49.6,55.8
212,201–250,Humanitas UniversityItalyExplore,51.2–54.3,28.3,28.8,99.7,39.4,62.9
213,201–250,King Fahd University of Petroleum and MineralsSaudi Arabia,51.2–54.3,31.4,35.9,80.3,91.8,76.7
214,201–250,University of KonstanzGermany,51.2–54.3,42.0,46.4,62.9,62.6,67.9
215,201–250,Korea UniversitySouth KoreaExplore,51.2–54.3,46.8,48.7,61.5,95.3,55.8
216,201–250,Université Libre de BruxellesBelgium,51.2–54.3,32.6,44.1,77.3,44.8,88.9
217,201–250,University of LuxembourgLuxembourg,51.2–54.3,38.2,39.8,64.5,51.2,99.4
218,201–250,University of MacauMacaoExplore,51.2–54.3,31.6,36.0,78.5,44.2,99.3
219,201–250,Macau University of Science and TechnologyMacaoExplore,51.2–54.3,35.4,30.7,79.2,50.1,99.7
220,201–250,Medical University of InnsbruckAustria,51.2–54.3,29.9,30.2,88.8,95.3,88.4
221,201–250,Moscow Institute of Physics and Technology (MIPT)Russian Federation,51.2–54.3,55.7,46.8,51.4,99.1,62.2
222,201–250,University of NewcastleAustralia,51.2–54.3,30.0,35.8,79.3,61.9,84.3
223,201–250,University of Notre DameUnited States,51.2–54.3,51.0,40.5,67.7,39.7,59.3
224,201–250,University of PaduaItaly,51.2–54.3,47.2,36.5,80.9,46.4,49.3
225,201–250,University of PotsdamGermany,51.2–54.3,39.2,44.6,70.4,60.2,59.6
226,201–250,Qatar UniversityQatar,51.2–54.3,27.0,38.7,79.6,61.4,98.9
227,201–250,Queensland University of TechnologyAustraliaExplore,51.2–54.3,29.2,39.7,86.0,50.1,83.9
228,201–250,RCSI University of Medicine and Health SciencesIrelandExplore,51.2–54.3,31.4,37.3,76.9,50.7,94.7
229,201–250,Rutgers University – New BrunswickUnited States,51.2–54.3,43.5,43.6,73.0,43.1,53.9
230,201–250,"St George’s, University of LondonUnited Kingdom",51.2–54.3,20.4,28.3,99.9,40.5,74.9
231,201–250,Sant’Anna School of Advanced Studies – PisaItaly,51.2–54.3,43.3,40.2,69.4,81.0,56.7
232,201–250,University of São PauloBrazil,51.2–54.3,54.5,61.5,43.3,43.0,37.2
233,201–250,Sapienza University of RomeItaly,51.2–54.3,52.4,44.9,67.7,53.0,43.5
234,201–250,Semmelweis UniversityHungaryExplore,51.2–54.3,44.7,18.0,87.9,43.3,77.1
235,201–250,University of South FloridaUnited States,51.2–54.3,31.1,36.9,85.1,85.0,56.2
236,201–250,University of St AndrewsUnited Kingdom,51.2–54.3,40.0,41.4,67.8,38.9,94.9
237,201–250,University of SurreyUnited Kingdom,51.2–54.3,31.3,33.9,79.5,45.8,94.8
238,201–250,University of SussexUnited Kingdom,51.2–54.3,28.0,34.2,89.0,39.0,93.1
239,201–250,Università della Svizzera italianaSwitzerland,51.2–54.3,28.0,23.3,91.4,55.7,99.5
240,201–250,University of TartuEstonia,51.2–54.3,26.8,33.1,92.4,45.6,65.4
241,201–250,Tel Aviv UniversityIsrael,51.2–54.3,39.4,51.2,72.0,43.8,56.0
242,201–250,Tohoku UniversityJapan,51.2–54.3,59.1,62.3,36.8,94.5,51.1
243,201–250,University College DublinIreland,51.2–54.3,32.6,40.3,73.9,46.9,94.2
244,201–250,Vita-Salute San Raffaele UniversityItaly,51.2–54.3,37.6,27.8,99.7,38.2,45.2
245,201–250,Vrije Universiteit BrusselBelgium,51.2–54.3,36.6,43.6,67.4,60.1,77.3
246,201–250,University of WaterlooCanadaExplore,51.2–54.3,36.8,46.4,71.0,47.3,87.5
247,201–250,Western UniversityCanada,51.2–54.3,40.7,42.1,67.9,79.9,85.6
248,201–250,Western Sydney UniversityAustralia,51.2–54.3,25.8,31.7,87.6,44.1,87.9
249,201–250,University of WollongongAustraliaExplore,51.2–54.3,31.4,38.2,74.8,57.2,94.0
250,251–300,Aalborg UniversityDenmarkExplore,48.9–51.1,29.5,43.3,73.2,51.5,76.4
251,251–300,Auckland University of TechnologyNew ZealandExplore,48.9–51.1,20.8,21.3,97.4,39.4,96.4
252,251–300,Australian Catholic UniversityAustralia,48.9–51.1,18.3,25.9,98.3,38.4,79.9
253,251–300,University of BathUnited Kingdom,48.9–51.1,32.2,33.8,73.8,39.9,93.4
254,251–300,Beijing Normal UniversityChina,48.9–51.1,50.7,43.8,59.5,64.3,41.4
255,251–300,Bond UniversityAustralia,48.9–51.1,21.6,21.8,99.9,38.3,81.8
256,251–300,Boston CollegeUnited States,48.9–51.1,48.6,31.5,74.9,37.4,48.5
257,251–300,Bournemouth UniversityUnited Kingdom,48.9–51.1,32.6,20.7,88.4,37.5,84.0
258,251–300,Brighton and Sussex Medical SchoolUnited Kingdom,48.9–51.1,15.7,25.4,99.8,36.9,81.1
259,251–300,"University of California, RiversideUnited States",48.9–51.1,33.0,32.7,81.4,41.7,65.3
260,251–300,University of CanberraAustralia,48.9–51.1,20.0,32.0,92.6,43.0,88.1
261,251–300,Chalmers University of TechnologySweden,48.9–51.1,34.9,44.5,64.4,66.0,77.4
262,251–300,"China Medical University, TaiwanTaiwan",48.9–51.1,24.1,32.0,92.8,93.1,47.6
263,251–300,Copenhagen Business SchoolDenmark,48.9–51.1,21.5,31.0,90.9,43.9,93.6
264,251–300,Deakin UniversityAustralia,48.9–51.1,25.0,33.0,83.2,44.6,88.7
265,251–300,University of Duisburg-EssenGermanyExplore,48.9–51.1,34.0,35.5,79.9,64.5,60.9
266,251–300,Heinrich Heine University DüsseldorfGermany,48.9–51.1,34.7,32.3,80.1,44.1,59.3
267,251–300,École des Ponts ParisTechFrance,48.9–51.1,34.4,29.4,79.5,50.1,83.6
268,251–300,Goethe University FrankfurtGermany,48.9–51.1,33.7,32.9,76.4,44.8,65.6
269,251–300,Griffith UniversityAustraliaExplore,48.9–51.1,27.1,35.8,76.4,52.8,83.2
270,251–300,University of Hawai’i at MānoaUnited States,48.9–51.1,39.8,41.7,66.0,40.4,66.9
271,251–300,Hebrew University of JerusalemIsrael,48.9–51.1,42.1,41.8,65.3,42.8,59.5
272,251–300,University of Illinois at ChicagoUnited States,48.9–51.1,43.0,32.4,74.6,45.4,53.1
273,251–300,Indian Institute of ScienceIndia,48.9–51.1,60.5,56.9,33.1,80.1,28.0
274,251–300,Johannes Gutenberg University of MainzGermany,48.9–51.1,36.7,28.8,80.5,57.6,58.5
275,251–300,University of KielGermany,48.9–51.1,31.5,32.7,84.5,36.9,57.1
276,251–300,King Saud UniversitySaudi Arabia,48.9–51.1,27.0,32.9,76.3,86.3,85.4
277,251–300,Kyung Hee UniversitySouth KoreaExplore,48.9–51.1,37.4,41.8,62.9,89.6,67.8
278,251–300,La Trobe UniversityAustralia,48.9–51.1,25.9,32.9,83.2,51.8,88.4
279,251–300,Université LavalCanadaExplore,48.9–51.1,40.1,35.8,67.8,68.7,72.4
280,251–300,Linköping UniversitySweden,48.9–51.1,23.5,39.8,78.0,61.8,70.8
281,251–300,University of NavarraSpain,48.9–51.1,30.7,30.3,84.7,66.2,72.5
282,251–300,Oregon Health and Science UniversityUnited States,48.9–51.1,36.4,19.8,99.4,52.0,29.4
283,251–300,Osaka UniversityJapan,48.9–51.1,54.3,60.9,31.8,96.4,42.2
284,251–300,University of PaviaItaly,48.9–51.1,38.6,33.7,75.0,46.5,47.2
285,251–300,Queen’s UniversityCanadaExplore,48.9–51.1,39.9,38.0,60.9,72.0,72.7
286,251–300,Ruhr University BochumGermany,48.9–51.1,40.4,47.2,57.6,52.3,54.1
287,251–300,Sejong UniversitySouth Korea,48.9–51.1,27.3,29.3,93.8,55.6,58.8
288,251–300,University of SharjahUnited Arab Emirates,48.9–51.1,20.5,21.3,96.8,41.4,99.3
289,251–300,Simon Fraser UniversityCanadaExplore,48.9–51.1,27.8,36.8,76.3,52.0,92.0
290,251–300,University of Southern DenmarkDenmark,48.9–51.1,24.7,32.4,85.3,72.3,78.9
291,251–300,Stellenbosch UniversitySouth AfricaExplore,48.9–51.1,30.5,36.9,82.2,71.0,54.0
292,251–300,Sun Yat-sen UniversityChinaExplore,48.9–51.1,44.9,37.4,74.8,59.3,31.3
293,251–300,Swansea UniversityUnited Kingdom,48.9–51.1,24.9,28.2,91.5,39.3,83.6
294,251–300,Tilburg UniversityNetherlands,48.9–51.1,34.3,46.6,61.7,50.6,84.5
295,251–300,Tongji UniversityChinaExplore,48.9–51.1,43.4,52.3,46.1,97.8,53.1
296,251–300,University of TwenteNetherlands,48.9–51.1,34.3,46.4,57.2,80.5,94.5
297,251–300,United Arab Emirates UniversityUnited Arab EmiratesExplore,48.9–51.1,24.7,29.8,82.3,72.5,88.8
298,251–300,University of UtahUnited States,48.9–51.1,39.9,34.9,81.7,57.5,33.9
299,251–300,Virginia Polytechnic Institute and State UniversityUnited StatesExplore,48.9–51.1,39.3,36.2,73.7,47.4,56.8
300,251–300,University of the WitwatersrandSouth AfricaExplore,48.9–51.1,31.5,44.3,67.9,100.0,73.1
301,301–350,Abu Dhabi UniversityUnited Arab Emirates,47.0–48.7,32.3,15.4,83.1,36.9,98.5
